Year,Age,Sex,Population
2050,90-94,persons,926045.0
2050,95-99,persons,273214.0
2051,0-4,male,1742315.0
2051,5-9,male,1799634.0
2051,10-14,male,1784801.0
2051,15-19,male,1759310.0
2051,20-24,male,1820316.0
2051,25-29,male,1880399.0
2051,30-34,male,1948400.0
2051,35-39,male,2069354.0
2051,40-44,male,2010465.0
2051,45-49,male,1798773.0
2051,50-54,male,1818254.0
2051,55-59,male,1883770.0
2051,60-64,male,1859054.0
2051,65-69,male,1725823.0
2051,70-74,male,1544120.0
2051,75-79,male,1375548.0
2051,80-84,male,1237542.0
2051,85-89,male,868605.0
2051,90-94,male,400877.0
2051,95-99,male,107794.0
2051,0-4,female,1660605.0
2051,5-9,female,1716294.0
2051,10-14,female,1700047.0
2051,15-19,female,1667825.0
2051,20-24,female,1715627.0
2051,25-29,female,1776156.0
2051,30-34,female,1849268.0
2051,35-39,female,1977326.0
2051,40-44,female,1938293.0
2051,45-49,female,1743032.0
2051,50-54,female,1773899.0
2051,55-59,female,1868929.0
2051,60-64,female,1915013.0
2051,65-69,female,1835869.0
2051,70-74,female,1666719.0
2051,75-79,female,1533044.0
2051,80-84,female,1461038.0
2051,85-89,female,1110637.0
2051,90-94,female,566337.0
2051,95-99,female,175295.0
2051,0-4,persons,3402920.0
2051,5-9,persons,3515928.0
2051,10-14,persons,3484848.0
2051,15-19,persons,3427135.0
2051,20-24,persons,3535943.0
2051,25-29,persons,3656555.0
2051,30-34,persons,3797668.0
2051,35-39,persons,4046680.0
2051,40-44,persons,3948758.0
2051,45-49,persons,3541805.0
2051,50-54,persons,3592153.0
2051,55-59,persons,3752699.0
2051,60-64,persons,3774067.0
2051,65-69,persons,3561692.0
2051,70-74,persons,3210839.0
2051,75-79,persons,2908592.0
2051,80-84,persons,2698580.0
2051,85-89,persons,1979242.0
2051,90-94,persons,967214.0
2051,95-99,persons,283089.0
2052,0-4,male,1735336.0
2052,5-9,male,1801692.0
2052,10-14,male,1799493.0
2052,15-19,male,1772287.0
2052,20-24,male,1824186.0
2052,25-29,male,1878920.0
2052,30-34,male,1924959.0
2052,35-39,male,2047982.0
2052,40-44,male,2043474.0
2052,45-49,male,1844349.0
2052,50-54,male,1785043.0
2052,55-59,male,1873975.0
2052,60-64,male,1876970.0
2052,65-69,male,1730532.0
2052,70-74,male,1577778.0
2052,75-79,male,1345785.0
2052,80-84,male,1234630.0
2052,85-89,male,883890.0
2052,90-94,male,419771.0
2052,95-99,male,113072.0
2052,0-4,female,1653947.0
2052,5-9,female,1718250.0
2052,10-14,female,1714035.0
2052,15-19,female,1680167.0
2052,20-24,female,1719293.0
2052,25-29,female,1774686.0
2052,30-34,female,1827702.0
2052,35-39,female,1955687.0
2052,40-44,female,1971888.0
2052,45-49,female,1785727.0
2052,50-54,female,1740319.0
2052,55-59,female,1846381.0
2052,60-64,female,1920688.0
2052,65-69,female,1842562.0
2052,70-74,female,1709733.0
2052,75-79,female,1497189.0
2052,80-84,female,1454461.0
2052,85-89,female,1126967.0
2052,90-94,female,591203.0
2052,95-99,female,182784.0
2052,0-4,persons,3389283.0
2052,5-9,persons,3519942.0
2052,10-14,persons,3513528.0
2052,15-19,persons,3452454.0
2052,20-24,persons,3543479.0
2052,25-29,persons,3653606.0
2052,30-34,persons,3752661.0
2052,35-39,persons,4003669.0
2052,40-44,persons,4015362.0
2052,45-49,persons,3630076.0
2052,50-54,persons,3525362.0
2052,55-59,persons,3720356.0
2052,60-64,persons,3797658.0
2052,65-69,persons,3573094.0
2052,70-74,persons,3287511.0
2052,75-79,persons,2842974.0
2052,80-84,persons,2689091.0
2052,85-89,persons,2010857.0
2052,90-94,persons,1010974.0
2052,95-99,persons,295856.0
2053,0-4,male,1727886.0
2053,5-9,male,1801135.0
2053,10-14,male,1812317.0
2053,15-19,male,1786790.0
2053,20-24,male,1829998.0
2053,25-29,male,1878608.0
2053,30-34,male,1909678.0
2053,35-39,male,2025920.0
2053,40-44,male,2056176.0
2053,45-49,male,1895483.0
2053,50-54,male,1765944.0
2053,55-59,male,1862125.0
2053,60-64,male,1876356.0
2053,65-69,male,1746834.0
2053,70-74,male,1607434.0
2053,75-79,male,1331699.0
2053,80-84,male,1225532.0
2053,85-89,male,892524.0
2053,90-94,male,437895.0
2053,95-99,male,119186.0
2053,0-4,female,1646836.0
2053,5-9,female,1717703.0
2053,10-14,female,1726254.0
2053,15-19,female,1693960.0
2053,20-24,female,1724812.0
2053,25-29,female,1774328.0
2053,30-34,female,1814352.0
2053,35-39,female,1934622.0
2053,40-44,female,1983141.0
2053,45-49,female,1835125.0
2053,50-54,female,1720170.0
2053,55-59,female,1829114.0
2053,60-64,female,1907298.0
2053,65-69,female,1854975.0
2053,70-74,female,1747920.0
2053,75-79,female,1478276.0
2053,80-84,female,1439386.0
2053,85-89,female,1136133.0
2053,90-94,female,615749.0
2053,95-99,female,191542.0
2053,0-4,persons,3374722.0
2053,5-9,persons,3518838.0
2053,10-14,persons,3538571.0
2053,15-19,persons,3480750.0
2053,20-24,persons,3554810.0
2053,25-29,persons,3652936.0
2053,30-34,persons,3724030.0
2053,35-39,persons,3960542.0
2053,40-44,persons,4039317.0
2053,45-49,persons,3730608.0
2053,50-54,persons,3486114.0
2053,55-59,persons,3691239.0
2053,60-64,persons,3783654.0
2053,65-69,persons,3601809.0
2053,70-74,persons,3355354.0
2053,75-79,persons,2809975.0
2053,80-84,persons,2664918.0
2053,85-89,persons,2028657.0
2053,90-94,persons,1053644.0
2053,95-99,persons,310728.0
2054,0-4,male,1720440.0
2054,5-9,male,1798434.0
2054,10-14,male,1822525.0
2054,15-19,male,1802493.0
2054,20-24,male,1837667.0
2054,25-29,male,1878744.0
2054,30-34,male,1906026.0
2054,35-39,male,1998721.0
2054,40-44,male,2064327.0
2054,45-49,male,1935383.0
2054,50-54,male,1758098.0
2054,55-59,male,1846295.0
2054,60-64,male,1878515.0
2054,65-69,male,1763665.0
2054,70-74,male,1616885.0
2054,75-79,male,1346760.0
2054,80-84,male,1206524.0
2054,85-89,male,898571.0
2054,90-94,male,456419.0
2054,95-99,male,125403.0
2054,0-4,female,1639738.0
2054,5-9,female,1715118.0
2054,10-14,female,1735969.0
2054,15-19,female,1708902.0
2054,20-24,female,1732109.0
2054,25-29,female,1774405.0
2054,30-34,female,1810722.0
2054,35-39,female,1909455.0
2054,40-44,female,1989999.0
2054,45-49,female,1873371.0
2054,50-54,female,1711726.0
2054,55-59,female,1811580.0
2054,60-64,female,1897533.0
2054,65-69,female,1864897.0
2054,70-74,female,1761318.0
2054,75-79,female,1492359.0
2054,80-84,female,1413517.0
2054,85-89,female,1141781.0
2054,90-94,female,640732.0
2054,95-99,female,200556.0
2054,0-4,persons,3360178.0
2054,5-9,persons,3513552.0
2054,10-14,persons,3558494.0
2054,15-19,persons,3511395.0
2054,20-24,persons,3569776.0
2054,25-29,persons,3653149.0
2054,30-34,persons,3716748.0
2054,35-39,persons,3908176.0
2054,40-44,persons,4054326.0
2054,45-49,persons,3808754.0
2054,50-54,persons,3469824.0
2054,55-59,persons,3657875.0
2054,60-64,persons,3776048.0
2054,65-69,persons,3628562.0
2054,70-74,persons,3378203.0
2054,75-79,persons,2839119.0
2054,80-84,persons,2620041.0
2054,85-89,persons,2040352.0
2054,90-94,persons,1097151.0
2054,95-99,persons,325959.0
2055,0-4,male,1713447.0
2055,5-9,male,1793874.0
2055,10-14,male,1830053.0
2055,15-19,male,1818694.0
2055,20-24,male,1847087.0
2055,25-29,male,1879766.0
2055,30-34,male,1900961.0
2055,35-39,male,1973585.0
2055,40-44,male,2065310.0
2055,45-49,male,1975542.0
2055,50-54,male,1765196.0
2055,55-59,male,1829923.0
2055,60-64,male,1864596.0
2055,65-69,male,1778513.0
2055,70-74,male,1625327.0
2055,75-79,male,1375913.0
2055,80-84,male,1189230.0
2055,85-89,male,899416.0
2055,90-94,male,473430.0
2055,95-99,male,131941.0
2055,0-4,female,1633069.0
2055,5-9,female,1710771.0
2055,10-14,female,1743128.0
2055,15-19,female,1724322.0
2055,20-24,female,1741066.0
2055,25-29,female,1775336.0
2055,30-34,female,1805782.0
2055,35-39,female,1886795.0
2055,40-44,female,1989180.0
2055,45-49,female,1911979.0
2055,50-54,female,1719502.0
2055,55-59,female,1792063.0
2055,60-64,female,1879017.0
2055,65-69,female,1869074.0
2055,70-74,female,1766521.0
2055,75-79,female,1525282.0
2055,80-84,female,1389652.0
2055,85-89,female,1140028.0
2055,90-94,female,664003.0
2055,95-99,female,210154.0
2055,0-4,persons,3346516.0
2055,5-9,persons,3504645.0
2055,10-14,persons,3573181.0
2055,15-19,persons,3543016.0
2055,20-24,persons,3588153.0
2055,25-29,persons,3655102.0
2055,30-34,persons,3706743.0
2055,35-39,persons,3860380.0
2055,40-44,persons,4054490.0
2055,45-49,persons,3887521.0
2055,50-54,persons,3484698.0
2055,55-59,persons,3621986.0
2055,60-64,persons,3743613.0
2055,65-69,persons,3647587.0
2055,70-74,persons,3391848.0
2055,75-79,persons,2901195.0
2055,80-84,persons,2578882.0
2055,85-89,persons,2039444.0
2055,90-94,persons,1137433.0
2055,95-99,persons,342095.0
2056,0-4,male,1707271.0
2056,5-9,male,1787878.0
2056,10-14,male,1834844.0
2056,15-19,male,1834541.0
2056,20-24,male,1858327.0
2056,25-29,male,1882024.0
2056,30-34,male,1897555.0
2056,35-39,male,1944273.0
2056,40-44,male,2060969.0
2056,45-49,male,2008427.0
2056,50-54,male,1795670.0
2056,55-59,male,1802256.0
2056,60-64,male,1847284.0
2056,65-69,male,1799500.0
2056,70-74,male,1634535.0
2056,75-79,male,1408262.0
2056,80-84,male,1163633.0
2056,85-89,male,906287.0
2056,90-94,male,486543.0
2056,95-99,male,139419.0
2056,0-4,female,1627172.0
2056,5-9,female,1705056.0
2056,10-14,female,1747688.0
2056,15-19,female,1739404.0
2056,20-24,female,1751750.0
2056,25-29,female,1777459.0
2056,30-34,female,1802434.0
2056,35-39,female,1859754.0
2056,40-44,female,1984012.0
2056,45-49,female,1943465.0
2056,50-54,female,1746655.0
2056,55-59,female,1767953.0
2056,60-64,female,1852799.0
2056,65-69,female,1879928.0
2056,70-74,female,1772185.0
2056,75-79,female,1562553.0
2056,80-84,female,1355318.0
2056,85-89,female,1145951.0
2056,90-94,female,681885.0
2056,95-99,female,221089.0
2056,0-4,persons,3334443.0
2056,5-9,persons,3492934.0
2056,10-14,persons,3582532.0
2056,15-19,persons,3573945.0
2056,20-24,persons,3610077.0
2056,25-29,persons,3659483.0
2056,30-34,persons,3699989.0
2056,35-39,persons,3804027.0
2056,40-44,persons,4044981.0
2056,45-49,persons,3951892.0
2056,50-54,persons,3542325.0
2056,55-59,persons,3570209.0
2056,60-64,persons,3700083.0
2056,65-69,persons,3679428.0
2056,70-74,persons,3406720.0
2056,75-79,persons,2970815.0
2056,80-84,persons,2518951.0
2056,85-89,persons,2052238.0
2056,90-94,persons,1168428.0
2056,95-99,persons,360508.0
2057,0-4,male,1702186.0
2057,5-9,male,1780918.0
2057,10-14,male,1836906.0
2057,15-19,male,1849234.0
2057,20-24,male,1871320.0
2057,25-29,male,1885912.0
2057,30-34,male,1896121.0
2057,35-39,male,1921001.0
2057,40-44,male,2039836.0
2057,45-49,male,2041345.0
2057,50-54,male,1840999.0
2057,55-59,male,1769861.0
2057,60-64,male,1838264.0
2057,65-69,male,1817416.0
2057,70-74,male,1640028.0
2057,75-79,male,1440150.0
2057,80-84,male,1141182.0
2057,85-89,male,907570.0
2057,90-94,male,497973.0
2057,95-99,male,147440.0
2057,0-4,female,1622320.0
2057,5-9,female,1698415.0
2057,10-14,female,1749649.0
2057,15-19,female,1753392.0
2057,20-24,female,1764107.0
2057,25-29,female,1781137.0
2057,30-34,female,1801000.0
2057,35-39,female,1838293.0
2057,40-44,female,1962532.0
2057,45-49,female,1976994.0
2057,50-54,female,1789205.0
2057,55-59,female,1734931.0
2057,60-64,female,1831012.0
2057,65-69,female,1885979.0
2057,70-74,female,1779459.0
2057,75-79,female,1603801.0
2057,80-84,female,1325921.0
2057,85-89,female,1143910.0
2057,90-94,female,694922.0
2057,95-99,female,232856.0
2057,0-4,persons,3324506.0
2057,5-9,persons,3479333.0
2057,10-14,persons,3586555.0
2057,15-19,persons,3602626.0
2057,20-24,persons,3635427.0
2057,25-29,persons,3667049.0
2057,30-34,persons,3697121.0
2057,35-39,persons,3759294.0
2057,40-44,persons,4002368.0
2057,45-49,persons,4018339.0
2057,50-54,persons,3630204.0
2057,55-59,persons,3504792.0
2057,60-64,persons,3669276.0
2057,65-69,persons,3703395.0
2057,70-74,persons,3419487.0
2057,75-79,persons,3043951.0
2057,80-84,persons,2467103.0
2057,85-89,persons,2051480.0
2057,90-94,persons,1192895.0
2057,95-99,persons,380296.0
2058,0-4,male,1698400.0
2058,5-9,male,1773489.0
2058,10-14,male,1836350.0
2058,15-19,male,1862056.0
2058,20-24,male,1885835.0
2058,25-29,male,1891750.0
2058,30-34,male,1895848.0
2058,35-39,male,1905852.0
2058,40-44,male,2018001.0
2058,45-49,male,2054113.0
2058,50-54,male,1891820.0
2058,55-59,male,1751391.0
2058,60-64,male,1827166.0
2058,65-69,male,1817508.0
2058,70-74,male,1656590.0
2058,75-79,male,1468288.0
2058,80-84,male,1132040.0
2058,85-89,male,903604.0
2058,90-94,male,505528.0
2058,95-99,male,155238.0
2058,0-4,female,1618706.0
2058,5-9,female,1691324.0
2058,10-14,female,1749112.0
2058,15-19,female,1765610.0
2058,20-24,female,1777914.0
2058,25-29,female,1786667.0
2058,30-34,female,1800672.0
2058,35-39,female,1825023.0
2058,40-44,female,1941614.0
2058,45-49,female,1988283.0
2058,50-54,female,1838402.0
2058,55-59,female,1715221.0
2058,60-64,female,1814372.0
2058,65-69,female,1873397.0
2058,70-74,female,1792263.0
2058,75-79,female,1640370.0
2058,80-84,female,1311561.0
2058,85-89,female,1134633.0
2058,90-94,female,703653.0
2058,95-99,female,244588.0
2058,0-4,persons,3317106.0
2058,5-9,persons,3464813.0
2058,10-14,persons,3585462.0
2058,15-19,persons,3627666.0
2058,20-24,persons,3663749.0
2058,25-29,persons,3678417.0
2058,30-34,persons,3696520.0
2058,35-39,persons,3730875.0
2058,40-44,persons,3959615.0
2058,45-49,persons,4042396.0
2058,50-54,persons,3730222.0
2058,55-59,persons,3466612.0
2058,60-64,persons,3641538.0
2058,65-69,persons,3690905.0
2058,70-74,persons,3448853.0
2058,75-79,persons,3108658.0
2058,80-84,persons,2443601.0
2058,85-89,persons,2038237.0
2058,90-94,persons,1209181.0
2058,95-99,persons,399826.0
2059,0-4,male,1696048.0
2059,5-9,male,1766066.0
2059,10-14,male,1833657.0
2059,15-19,male,1872266.0
2059,20-24,male,1901553.0
2059,25-29,male,1899435.0
2059,30-34,male,1896027.0
2059,35-39,male,1902283.0
2059,40-44,male,1991042.0
2059,45-49,male,2062366.0
2059,50-54,male,1931504.0
2059,55-59,male,1744039.0
2059,60-64,male,1812186.0
2059,65-69,male,1820285.0
2059,70-74,male,1673564.0
2059,75-79,male,1478325.0
2059,80-84,male,1147887.0
2059,85-89,male,892142.0
2059,90-94,male,512035.99999999994
2059,95-99,male,163179.0
2059,0-4,female,1616462.0
2059,5-9,female,1684241.0
2059,10-14,female,1746538.0
2059,15-19,female,1775326.0
2059,20-24,female,1792873.0
2059,25-29,female,1793970.0
2059,30-34,female,1800773.0
2059,35-39,female,1821448.0
2059,40-44,female,1916598.0
2059,45-49,female,1995209.0
2059,50-54,female,1876505.0
2059,55-59,female,1707118.0
2059,60-64,female,1797454.0
2059,65-69,female,1864343.0
2059,70-74,female,1802565.0
2059,75-79,female,1653961.0
2059,80-84,female,1326758.0
2059,85-89,female,1116760.0
2059,90-94,female,710763.0
2059,95-99,female,256458.00000000003
2059,0-4,persons,3312510.0
2059,5-9,persons,3450307.0
2059,10-14,persons,3580195.0
2059,15-19,persons,3647592.0
2059,20-24,persons,3694426.0
2059,25-29,persons,3693405.0
2059,30-34,persons,3696800.0
2059,35-39,persons,3723731.0
2059,40-44,persons,3907640.0
2059,45-49,persons,4057575.0
2059,50-54,persons,3808009.0
2059,55-59,persons,3451157.0
2059,60-64,persons,3609640.0
2059,65-69,persons,3684628.0
2059,70-74,persons,3476129.0
2059,75-79,persons,3132286.0
2059,80-84,persons,2474645.0
2059,85-89,persons,2008902.0
2059,90-94,persons,1222799.0
2059,95-99,persons,419637.0
2060,0-4,male,1695184.0
2060,5-9,male,1759092.0
2060,10-14,male,1829110.0
2060,15-19,male,1879799.0
2060,20-24,male,1917769.0
2060,25-29,male,1908875.0
2060,30-34,male,1897089.0
2060,35-39,male,1897301.0
2060,40-44,male,1966154.0
2060,45-49,male,2063497.0
2060,50-54,male,1971458.0
2060,55-59,male,1751391.0
2060,60-64,male,1796620.0
2060,65-69,male,1807550.0
2060,70-74,male,1688823.0
2060,75-79,male,1487857.0
2060,80-84,male,1175752.0
2060,85-89,male,881897.0
2060,90-94,male,515485.0
2060,95-99,male,170496.0
2060,0-4,female,1615635.0
2060,5-9,female,1677582.0
2060,10-14,female,1742202.0
2060,15-19,female,1782492.0
2060,20-24,female,1808305.0
2060,25-29,female,1802938.0
2060,30-34,female,1801734.0
2060,35-39,female,1816558.0
2060,40-44,female,1894090.0
2060,45-49,female,1994487.0
2060,50-54,female,1914973.0
2060,55-59,female,1715056.0
2060,60-64,female,1778543.0
2060,65-69,female,1846724.0
2060,70-74,female,1807385.0
2060,75-79,female,1660204.0
2060,80-84,female,1358763.0
2060,85-89,female,1100371.0
2060,90-94,female,713166.0
2060,95-99,female,267483.0
2060,0-4,persons,3310819.0
2060,5-9,persons,3436674.0
2060,10-14,persons,3571312.0
2060,15-19,persons,3662291.0
2060,20-24,persons,3726074.0
2060,25-29,persons,3711813.0
2060,30-34,persons,3698823.0
2060,35-39,persons,3713859.0
2060,40-44,persons,3860244.0
2060,45-49,persons,4057984.0
2060,50-54,persons,3886431.0
2060,55-59,persons,3466447.0
2060,60-64,persons,3575163.0
2060,65-69,persons,3654274.0
2060,70-74,persons,3496208.0
2060,75-79,persons,3148061.0
2060,80-84,persons,2534515.0
2060,85-89,persons,1982268.0
2060,90-94,persons,1228651.0
2060,95-99,persons,437979.0
