,Age Group,Sex,Year,Population_2018,Population_2022,Population_Difference,Percentage_Difference
2308,95-99,female,2054,200556.0,202862.0,2306.0,1.149803546141726
2309,100&over,female,2054,30855.0,29767.0,-1088.0,-3.5261707988980713
2310,0-4,persons,2054,3360178.0,3028161.0,-332017.0,-9.880934879045098
2311,5-9,persons,2054,3513552.0,3159977.0,-353575.0,-10.063178231032301
2312,10-14,persons,2054,3558494.0,3210232.0,-348262.0,-9.786780587518203
2313,15-19,persons,2054,3511395.0,3275240.0,-236155.0,-6.725389766745125
2314,20-24,persons,2054,3569776.0,3595778.0,26002.0,0.7283930420284074
2315,25-29,persons,2054,3653149.0,3818836.0,165687.0,4.535456944132308
2316,30-34,persons,2054,3716748.0,4133485.0,416737.0,11.212409342791062
2317,35-39,persons,2054,3908176.0,4501192.0,593016.0,15.173728102316783
2318,40-44,persons,2054,4054326.0,4693222.0,638896.0,15.758377594697615
2319,45-49,persons,2054,3808754.0,4599791.0,791037.0,20.768918129130945
2320,50-54,persons,2054,3469824.0,4423625.0,953801.0,27.488454745831486
2321,55-59,persons,2054,3657875.0,4347409.0,689534.0,18.850671496428937
2322,60-64,persons,2054,3776048.0,4184610.0,408562.0,10.819830680118473
2323,65-69,persons,2054,3628562.0,3823231.0,194669.0,5.364907641098595
2324,70-74,persons,2054,3378203.0,3345507.0,-32696.0,-0.9678518431248803
2325,75-79,persons,2054,2839119.0,2746033.0,-93086.0,-3.2786931438942855
2326,80-84,persons,2054,2620041.0,2501099.0,-118942.0,-4.539699951260304
2327,85-89,persons,2054,2040352.0,1950341.0,-90011.0,-4.411542714198335
2328,90-94,persons,2054,1097151.0,1058015.0,-39136.0,-3.5670568590832072
2329,95-99,persons,2054,325959.0,308783.0,-17176.0,-5.269374369169129
2330,100&over,persons,2054,47041.0,41061.0,-5980.0,-12.71231478922642
2331,0-4,male,2055,1713447.0,1543590.0,-169857.0,-9.913175020878965
2332,5-9,male,2055,1793874.0,1616789.0,-177085.0,-9.871652078128118
2333,10-14,male,2055,1830053.0,1650177.0,-179876.0,-9.829004952315588
2334,15-19,male,2055,1818694.0,1688481.0,-130213.0,-7.159698113041555
2335,20-24,male,2055,1847087.0,1852580.0,5493.0,0.29738718317004015
2336,25-29,male,2055,1879766.0,1962394.0,82628.0,4.395653501552853
2337,30-34,male,2055,1900961.0,2095214.0,194253.0,10.21867360771736
2338,35-39,male,2055,1973585.0,2282006.0,308421.0,15.627449539796867
2339,40-44,male,2055,2065310.0,2381597.0,316287.0,15.314262749901953
2340,45-49,male,2055,1975542.0,2357507.0,381965.0,19.334693972590813
2341,50-54,male,2055,1765196.0,2254707.0,489511.0,27.73125477284109
2342,55-59,male,2055,1829923.0,2161065.0,331142.0,18.095952671232617
2343,60-64,male,2055,1864596.0,2032122.0,167526.0,8.984573602002794
2344,65-69,male,2055,1778513.0,1840333.0,61820.0,3.4759374826048504
2345,70-74,male,2055,1625327.0,1583438.0,-41889.0,-2.5772659901669015
2346,75-79,male,2055,1375913.0,1302887.0,-73026.0,-5.307457666291401
2347,80-84,male,2055,1189230.0,1104709.0,-84521.0,-7.10720382095978
2348,85-89,male,2055,899416.0,826224.0,-73192.0,-8.137724923728285
2349,90-94,male,2055,473430.0,426153.0,-47277.0,-9.986059185096002
2350,95-99,male,2055,131941.0,111538.0,-20403.0,-15.46373000053054
2351,100&over,male,2055,16813.0,11686.0,-5127.0,-30.494260393742938
2352,0-4,female,2055,1633069.0,1467565.0,-165504.0,-10.134538099737366
2353,5-9,female,2055,1710771.0,1535247.0,-175524.0,-10.25993543262073
2354,10-14,female,2055,1743128.0,1566516.0,-176612.0,-10.131900812791717
2355,15-19,female,2055,1724322.0,1597815.0,-126507.0,-7.336622742156047
2356,20-24,female,2055,1741066.0,1748500.0,7434.0,0.42697979283955917
2357,25-29,female,2055,1775336.0,1862628.0,87292.0,4.916928401158992
2358,30-34,female,2055,1805782.0,2001694.0,195912.0,10.849150118895858
2359,35-39,female,2055,1886795.0,2186716.0,299921.0,15.89579154068142
2360,40-44,female,2055,1989180.0,2292554.0,303374.0,15.251209040911332
2361,45-49,female,2055,1911979.0,2273623.0,361644.0,18.914642890952255
2362,50-54,female,2055,1719502.0,2193040.0,473538.0,27.53925264407951
2363,55-59,female,2055,1792063.0,2194613.0,402550.0,22.462937965908562
2364,60-64,female,2055,1879017.0,2160517.0,281500.0,14.981237530048958
2365,65-69,female,2055,1869074.0,2042293.0,173219.0,9.267637343411764
2366,70-74,female,2055,1766521.0,1797618.0,31097.0,1.7603526932314988
2367,75-79,female,2055,1525282.0,1510320.0,-14962.0,-0.9809333618307958
2368,80-84,female,2055,1389652.0,1357710.0,-31942.0,-2.2985610786009736
2369,85-89,female,2055,1140028.0,1122324.0,-17704.0,-1.5529443136484367
2370,90-94,female,2055,664003.0,668622.0,4619.0,0.695629387216624
2371,95-99,female,2055,210154.0,212501.0,2347.0,1.1168000609077153
2372,100&over,female,2055,31817.0,30562.0,-1255.0,-3.944432221768237
2373,0-4,persons,2055,3346516.0,3011155.0,-335361.0,-10.0211981654951
2374,5-9,persons,2055,3504645.0,3152036.0,-352609.0,-10.061190220407488
2375,10-14,persons,2055,3573181.0,3216693.0,-356488.0,-9.976768599183753
2376,15-19,persons,2055,3543016.0,3286296.0,-256720.0,-7.245804139749863
2377,20-24,persons,2055,3588153.0,3601080.0,12927.0,0.3602689182986344
2378,25-29,persons,2055,3655102.0,3825022.0,169920.0,4.64884427301892
2379,30-34,persons,2055,3706743.0,4096908.0,390165.0,10.52581740897602
2380,35-39,persons,2055,3860380.0,4468722.0,608342.0,15.75860407524648
2381,40-44,persons,2055,4054490.0,4674151.0,619661.0,15.283327866143463
2382,45-49,persons,2055,3887521.0,4631130.0,743609.0,19.128102459124978
2383,50-54,persons,2055,3484698.0,4447747.0,963049.0,27.636512547141816
2384,55-59,persons,2055,3621986.0,4355678.0,733692.0,20.256621643485094
2385,60-64,persons,2055,3743613.0,4192639.0,449026.0,11.994455623484585
2386,65-69,persons,2055,3647587.0,3882626.0,235039.0,6.443684550909958
2387,70-74,persons,2055,3391848.0,3381056.0,-10792.0,-0.3181746351841238
2388,75-79,persons,2055,2901195.0,2813207.0,-87988.0,-3.032819234832543
2389,80-84,persons,2055,2578882.0,2462419.0,-116463.0,-4.516026712350546
2390,85-89,persons,2055,2039444.0,1948548.0,-90896.0,-4.456900998507436
2391,90-94,persons,2055,1137433.0,1094775.0,-42658.0,-3.750374747347756
2392,95-99,persons,2055,342095.0,324039.0,-18056.0,-5.278066034288721
2393,100&over,persons,2055,48630.0,42248.0,-6382.0,-13.123586263623277
2394,0-4,male,2056,1707271.0,1535128.0,-172143.0,-10.082933523734662
2395,5-9,male,2056,1787878.0,1611124.0,-176754.0,-9.886245034616456
2396,10-14,male,2056,1834844.0,1652291.0,-182553.0,-9.949238191366677
2397,15-19,male,2056,1834541.0,1694339.0,-140202.0,-7.642347595393072
2398,20-24,male,2056,1858327.0,1855917.0,-2410.0,-0.12968654063574386
2399,25-29,male,2056,1882024.0,1964632.0,82608.0,4.389317033151544
2400,30-34,male,2056,1897555.0,2086557.0,189002.0,9.960291006057794
2401,35-39,male,2056,1944273.0,2252718.0,308445.0,15.864284490912542
2402,40-44,male,2056,2060969.0,2370729.0,309760.0,15.029823350084353
2403,45-49,male,2056,2008427.0,2379814.0,371387.0,18.491436333010856
2404,50-54,male,2056,1795670.0,2274801.0,479131.0,26.682575306153133
2405,55-59,male,2056,1802256.0,2168294.0,366038.0,20.30998925790787
2406,60-64,male,2056,1847284.0,2037818.0,190534.0,10.314277609723248
2407,65-69,male,2056,1799500.0,1872947.0,73447.0,4.081522645179216
2408,70-74,male,2056,1634535.0,1603304.0,-31231.0,-1.9106963142422768
2409,75-79,male,2056,1408262.0,1334449.0,-73813.0,-5.2414252461544795
2410,80-84,male,2056,1163633.0,1080874.0,-82759.0,-7.112122120978006
2411,85-89,male,2056,906287.0,831895.0,-74392.0,-8.208437283112303
2412,90-94,male,2056,486543.0,436765.0,-49778.0,-10.230955948395106
2413,95-99,male,2056,139419.0,117705.0,-21714.0,-15.57463473414671
2414,100&over,male,2056,17727.0,12312.0,-5415.0,-30.54662379421222
2415,0-4,female,2056,1627172.0,1459503.0,-167669.0,-10.30431939585981
2416,5-9,female,2056,1705056.0,1529842.0,-175214.0,-10.27614342285532
2417,10-14,female,2056,1747688.0,1568539.0,-179149.0,-10.250628258590778
2418,15-19,female,2056,1739404.0,1603379.0,-136025.0,-7.820207381378909
2419,20-24,female,2056,1751750.0,1751650.0,-100.0,-0.005708577137148565
2420,25-29,female,2056,1777459.0,1864757.0,87298.0,4.911393174188547
2421,30-34,female,2056,1802434.0,1992607.0,190173.0,10.550899505890369
2422,35-39,female,2056,1859754.0,2158866.0,299112.0,16.083417484247917
2423,40-44,female,2056,1984012.0,2282309.0,298297.0,15.035040110644493
2424,45-49,female,2056,1943465.0,2296609.0,353144.0,18.170844342450213
2425,50-54,female,2056,1746655.0,2198996.0,452341.0,25.897558476058524
2426,55-59,female,2056,1767953.0,2189668.0,421715.0,23.853292480060272
2427,60-64,female,2056,1852799.0,2152965.0,300166.0,16.20067800122949
2428,65-69,female,2056,1879928.0,2071094.0,191166.0,10.16879369848207
2429,70-74,female,2056,1772185.0,1821444.0,49259.0,2.7795630817324377
2430,75-79,female,2056,1562553.0,1553680.0,-8873.0,-0.5678527384351123
2431,80-84,female,2056,1355318.0,1324505.0,-30813.0,-2.2734885834911065
2432,85-89,female,2056,1145951.0,1128198.0,-17753.0,-1.549193639169563
2433,90-94,female,2056,681885.0,685818.0,3933.0,0.5767834752194284
2434,95-99,female,2056,221089.0,223299.0,2210.0,0.9995974471819041
2435,100&over,female,2056,33228.0,31808.0,-1420.0,-4.273504273504273
2436,0-4,persons,2056,3334443.0,2994631.0,-339812.0,-10.19096742694357
2437,5-9,persons,2056,3492934.0,3140966.0,-351968.0,-10.076571730241682
2438,10-14,persons,2056,3582532.0,3220830.0,-361702.0,-10.096267109407536
2439,15-19,persons,2056,3573945.0,3297718.0,-276227.0,-7.728910209866129
2440,20-24,persons,2056,3610077.0,3607567.0,-2510.0,-0.06952760287384452
2441,25-29,persons,2056,3659483.0,3829389.0,169906.0,4.642896277971506
2442,30-34,persons,2056,3699989.0,4079164.0,379175.0,10.248003440010226
2443,35-39,persons,2056,3804027.0,4411584.0,607557.0,15.971416606664462
2444,40-44,persons,2056,4044981.0,4653038.0,608057.0,15.03238210513226
2445,45-49,persons,2056,3951892.0,4676423.0,724531.0,18.33377531572219
2446,50-54,persons,2056,3542325.0,4473797.0,931472.0,26.295498013310464
2447,55-59,persons,2056,3570209.0,4357962.0,787753.0,22.064618625968397
2448,60-64,persons,2056,3700083.0,4190783.0,490700.0,13.261864666279108
2449,65-69,persons,2056,3679428.0,3944041.0,264613.0,7.191688490711057
2450,70-74,persons,2056,3406720.0,3424748.0,18028.0,0.5291893668983656
2451,75-79,persons,2056,2970815.0,2888129.0,-82686.0,-2.783276642941415
2452,80-84,persons,2056,2518951.0,2405379.0,-113572.0,-4.508702233588506
2453,85-89,persons,2056,2052237.9999999998,1960093.0,-92144.99999999977,-4.489976308790685
2454,90-94,persons,2056,1168428.0,1122583.0,-45845.0,-3.923647841373196
2455,95-99,persons,2056,360508.0,341004.0,-19504.0,-5.410143464222708
2456,100&over,persons,2056,50955.0,44120.0,-6835.0,-13.413796487096457
2457,0-4,male,2057,1702186.0,1527201.0,-174985.0,-10.280016402437807
2458,5-9,male,2057,1780918.0,1603975.0,-176943.0,-9.935493941888398
2459,10-14,male,2057,1836906.0,1653167.0,-183739.0,-10.002634865366002
2460,15-19,male,2057,1849234.0,1700155.0,-149079.0,-8.061662288277201
2461,20-24,male,2057,1871320.0,1859984.0,-11336.0,-0.6057756022486801
2462,25-29,male,2057,1885912.0,1966478.0,80566.0,4.27199148210521
2463,30-34,male,2057,1896121.0,2075130.0,179009.0,9.440800455245208
2464,35-39,male,2057,1921001.0,2235193.0,314192.0,16.3556395858201
2465,40-44,male,2057,2039836.0,2351536.0,311700.0,15.280640208330473
2466,45-49,male,2057,2041345.0,2397873.0,356528.0,17.46534760170378
2467,50-54,male,2057,1840999.0,2294393.0,453394.0,24.62760707637538
2468,55-59,male,2057,1769861.0,2169964.0,400103.0,22.60646457546666
2469,60-64,male,2057,1838264.0,2053171.0,214907.0,11.69075823711937
2470,65-69,male,2057,1817416.0,1902295.0,84879.0,4.670312135471461
2471,70-74,male,2057,1640028.0,1628089.0,-11939.0,-0.7279753760301653
2472,75-79,male,2057,1440150.0,1368223.0,-71927.0,-4.994410304482172
2473,80-84,male,2057,1141182.0,1060542.0,-80640.0,-7.06635751352545
2474,85-89,male,2057,907570.0,830705.0,-76865.0,-8.469319170973037
2475,90-94,male,2057,497973.0,446064.0,-51909.0,-10.424059135736275
2476,95-99,male,2057,147440.0,124103.0,-23337.0,-15.828133478024958
2477,100&over,male,2057,18822.0,13066.0,-5756.0,-30.581234725321433
2478,0-4,female,2057,1622320.0,1451946.0,-170374.0,-10.501873859657774
2479,5-9,female,2057,1698415.0,1523020.0,-175395.0,-10.326981332595391
2480,10-14,female,2057,1749649.0,1569388.0,-180261.0,-10.302694997682392
2481,15-19,female,2057,1753392.0,1608901.0,-144491.0,-8.240655825964758
2482,20-24,female,2057,1764107.0,1755513.0,-8594.0,-0.48715865874348885
2483,25-29,female,2057,1781137.0,1866459.0,85322.0,4.790310908144629
2484,30-34,female,2057,1801000.0,1981248.0,180248.0,10.008217656857301
2485,35-39,female,2057,1838293.0,2141022.0,302729.0,16.46794063840748
2486,40-44,female,2057,1962532.0,2263752.0,301220.0,15.348539539737441
2487,45-49,female,2057,1976994.0,2315824.0,338830.0,17.138645843133567
2488,50-54,female,2057,1789205.0,2209834.0,420629.0,23.509268082751834
2489,55-59,female,2057,1734931.0,2174997.0,440066.0,25.365043336017397
2490,60-64,female,2057,1831012.0,2155415.0,324403.0,17.717142214250917
2491,65-69,female,2057,1885979.0,2092005.0,206026.0,10.924087701930933
2492,70-74,female,2057,1779459.0,1855367.0,75908.0,4.2657908948731045
2493,75-79,female,2057,1603801.0,1598458.0,-5343.0,-0.3331460698677704
2494,80-84,female,2057,1325921.0,1298143.0,-27778.0,-2.094996609903607
2495,85-89,female,2057,1143910.0,1124576.0,-19334.0,-1.6901679327919152
2496,90-94,female,2057,694922.0,698117.0,3195.0,0.45976382960965406
2497,95-99,female,2057,232856.0,235164.0,2308.0,0.9911705088123132
2498,100&over,female,2057,35044.0,33465.0,-1579.0,-4.505764182170985
2499,0-4,persons,2057,3324506.0,2979147.0,-345359.0,-10.388280243741477
2500,5-9,persons,2057,3479333.0,3126995.0,-352338.0,-10.126596103333599
2501,10-14,persons,2057,3586555.0,3222555.0,-364000.0,-10.149014862451573
2502,15-19,persons,2057,3602626.0,3309056.0,-293570.0,-8.148778141278058
2503,20-24,persons,2057,3635427.0,3615497.0,-19930.0,-0.5482162067894638
2504,25-29,persons,2057,3667049.0,3832937.0,165888.0,4.523746478435385
2505,30-34,persons,2057,3697121.0,4056378.0,359257.0,9.717209688295297
2506,35-39,persons,2057,3759294.0,4376215.0,616921.0,16.410554747779766
2507,40-44,persons,2057,4002368.0,4615288.0,612920.0,15.31393415098262
2508,45-49,persons,2057,4018339.0,4713697.0,695358.0,17.30461267702899
2509,50-54,persons,2057,3630204.0,4504227.0,874023.0,24.076415540283687
2510,55-59,persons,2057,3504792.0,4344961.0,840169.0,23.97200746863152
2511,60-64,persons,2057,3669276.0,4208586.0,539310.0,14.697994917798498
2512,65-69,persons,2057,3703395.0,3994300.0,290905.0,7.855089721728306
2513,70-74,persons,2057,3419487.0,3483456.0,63969.0,1.8707192043718839
2514,75-79,persons,2057,3043951.0,2966681.0,-77270.0,-2.538477130545137
2515,80-84,persons,2057,2467103.0,2358685.0,-108418.0,-4.394546964597748
2516,85-89,persons,2057,2051480.0,1955281.0,-96199.0,-4.689248737496832
2517,90-94,persons,2057,1192895.0,1144181.0,-48714.0,-4.083678781451846
2518,95-99,persons,2057,380296.0,359267.0,-21029.0,-5.529640069840335
2519,100&over,persons,2057,53866.0,46531.0,-7335.0,-13.617123974306613
2520,0-4,male,2058,1698400.0,1520048.0,-178352.0,-10.501177578897785
2521,5-9,male,2058,1773489.0,1595828.0,-177661.0,-10.01759807926635
2522,10-14,male,2058,1836350.0,1652556.0,-183794.0,-10.00865848013723
2523,15-19,male,2058,1862056.0,1705472.0,-156584.0,-8.40919929368397
2524,20-24,male,2058,1885835.0,1864777.0,-21058.0,-1.1166406392924089
2525,25-29,male,2058,1891750.0,1968378.0,76628.0,4.050640940927712
2526,30-34,male,2058,1895848.0,2078891.0,183043.0,9.654940691447838
2527,35-39,male,2058,1905852.0,2209165.0,303313.0,15.914824445969572
2528,40-44,male,2058,2018001.0,2333705.0,315704.0,15.64439264400761
2529,45-49,male,2058,2054112.9999999998,2396630.0,342517.00000000023,16.674691217084955
2530,50-54,male,2058,1891820.0,2316876.0,425056.0,22.468099502066792
2531,55-59,male,2058,1751391.0,2181202.0,429811.0,24.54112188540423
2532,60-64,male,2058,1827166.0,2071340.0,244174.0,13.363536755828425
2533,65-69,male,2058,1817508.0,1916397.0,98889.0,5.4409114017654945
2534,70-74,male,2058,1656590.0,1662129.0,5539.0,0.33436154993088213
2535,75-79,male,2058,1468288.0,1398682.0,-69606.0,-4.740623093017174
2536,80-84,male,2058,1132040.0,1052448.0,-79592.0,-7.0308469665382844
2537,85-89,male,2058,903604.0,824957.0,-78647.0,-8.703702064178556
2538,90-94,male,2058,505528.0,452582.0,-52946.0,-10.473406023009606
2539,95-99,male,2058,155238.0,130254.0,-24984.0,-16.09399760367951
2540,100&over,male,2058,20111.0,13976.0,-6135.0,-30.505693401621002
2541,0-4,female,2058,1618706.0,1445131.0,-173575.0,-10.723071391593038
2542,5-9,female,2058,1691324.0,1515249.0,-176075.0,-10.41048314811355
2543,10-14,female,2058,1749112.0,1568806.0,-180306.0,-10.308430792310611
2544,15-19,female,2058,1765610.0,1613964.0,-151646.0,-8.588872967416359
2545,20-24,female,2058,1777914.0,1760058.0,-17856.0,-1.004323043746773
2546,25-29,female,2058,1786667.0,1868214.0,81547.0,4.564196909664756
2547,30-34,female,2058,1800672.0,1985100.0,184428.0,10.242176254198434
2548,35-39,female,2058,1825023.0,2114664.0,289641.0,15.870539713746073
2549,40-44,female,2058,1941614.0,2247181.0,305567.0,15.737783102099593
2550,45-49,female,2058,1988283.0,2314067.0,325784.0,16.385192651146742
2551,50-54,female,2058,1838402.0,2232997.0,394595.0,21.464021470820853
2552,55-59,female,2058,1715221.0,2165479.0,450258.0,26.250728040293346
2553,60-64,female,2058,1814372.0,2159043.0,344671.0,18.99671070761674
2554,65-69,female,2058,1873397.0,2095553.0,222156.0,11.858458191189587
2555,70-74,female,2058,1792263.0,1895869.0,103606.0,5.780736420938222
2556,75-79,female,2058,1640370.0,1640957.0,587.0,0.03578460956979218
2557,80-84,female,2058,1311561.0,1287814.0,-23747.0,-1.8105905863318597
2558,85-89,female,2058,1134633.0,1113612.0,-21021.0,-1.852669541605083
2559,90-94,female,2058,703653.0,706927.0,3274.0,0.4652861566709728
2560,95-99,female,2058,244588.0,246631.0,2043.0,0.8352821888236545
2561,100&over,female,2058,37183.0,35407.0,-1776.0,-4.776376300997768
2562,0-4,persons,2058,3317106.0,2965179.0,-351927.0,-10.609458968148742
2563,5-9,persons,2058,3464813.0,3111077.0,-353736.0,-10.209382151359971
2564,10-14,persons,2058,3585462.0,3221362.0,-364100.0,-10.154897750973236
2565,15-19,persons,2058,3627666.0,3319436.0,-308230.0,-8.496647706817551
2566,20-24,persons,2058,3663749.0,3624835.0,-38914.0,-1.0621360797369033
2567,25-29,persons,2058,3678417.0,3836592.0,158175.0,4.300083432628764
2568,30-34,persons,2058,3696520.0,4063991.0,367471.0,9.940998560808545
2569,35-39,persons,2058,3730875.0,4323829.0,592954.0,15.893161791804872
2570,40-44,persons,2058,3959615.0,4580886.0,621271.0,15.6901870510138
2571,45-49,persons,2058,4042396.0,4710697.0,668301.0,16.53229916119054
2572,50-54,persons,2058,3730222.0,4549873.0,819651.0,21.973249849472765
2573,55-59,persons,2058,3466612.0,4346681.0,880069.0,25.387006102788547
2574,60-64,persons,2058,3641538.0,4230383.0,588845.0,16.170228073962157
2575,65-69,persons,2058,3690905.0,4011950.0,321045.0,8.698273187741218
2576,70-74,persons,2058,3448853.0,3557998.0,109145.0,3.164675328290304
2577,75-79,persons,2058,3108658.0,3039639.0,-69019.0,-2.2202184994296577
2578,80-84,persons,2058,2443601.0,2340262.0,-103339.0,-4.228963730167077
2579,85-89,persons,2058,2038237.0,1938569.0,-99668.0,-4.889912213349086
2580,90-94,persons,2058,1209181.0,1159509.0,-49672.0,-4.107904441105178
2581,95-99,persons,2058,399826.0,376885.0,-22941.0,-5.737745919474971
2582,100&over,persons,2058,57294.0,49383.0,-7911.0,-13.807728557964186
2583,0-4,male,2059,1696048.0,1513901.0,-182147.0,-10.739495580313765
2584,5-9,male,2059,1766066.0,1587262.0,-178804.0,-10.124423436043726
2585,10-14,male,2059,1833657.0,1650206.0,-183451.0,-10.004651905999868
2586,15-19,male,2059,1872266.0,1709875.0,-162391.0,-8.673500453461207
2587,20-24,male,2059,1901553.0,1870093.0,-31460.0,-1.65443718897133
2588,25-29,male,2059,1899435.0,1970643.0,71208.0,3.7489042794304623
2589,30-34,male,2059,1896027.0,2083455.0,187428.0,9.885302266265196
2590,35-39,male,2059,1902283.0,2185030.0,282747.0,14.863561310278229
2591,40-44,male,2059,1991042.0,2321633.0,330591.0,16.603918952990444
2592,45-49,male,2059,2062366.0,2390475.0,328109.0,15.909348777084183
2593,50-54,male,2059,1931504.0,2327219.0,395715.0,20.487402562976833
2594,55-59,male,2059,1744039.0,2196545.0,452506.0,25.945864742703574
2595,60-64,male,2059,1812186.0,2088142.0,275956.0,15.227796705194722
2596,65-69,male,2059,1820285.0,1935371.0,115086.0,6.322416544661963
2597,70-74,male,2059,1673564.0,1695597.0,22033.0,1.3165316653560903
2598,75-79,male,2059,1478325.0,1413460.0,-64865.0,-4.387736120271253
2599,80-84,male,2059,1147887.0,1068255.0,-79632.0,-6.937268215425386
2600,85-89,male,2059,892142.0,813124.0,-79018.0,-8.857110190978567
2601,90-94,male,2059,512035.99999999994,458237.0,-53798.99999999994,-10.506878422610901
2602,95-99,male,2059,163179.0,136352.0,-26827.0,-16.44022821564049
2603,100&over,male,2059,21389.0,14883.0,-6506.0,-30.41750432465286
2604,0-4,female,2059,1616462.0,1439271.0,-177191.0,-10.961655764255516
2605,5-9,female,2059,1684241.0,1507085.0,-177156.0,-10.518447181846303
2606,10-14,female,2059,1746538.0,1566552.0,-179986.0,-10.305301115692874
2607,15-19,female,2059,1775326.0,1618163.0,-157163.0,-8.852627630080335
2608,20-24,female,2059,1792873.0,1765112.0,-27761.0,-1.5484086156688175
2609,25-29,female,2059,1793970.0,1870323.0,76353.0,4.256091238983929
2610,30-34,female,2059,1800773.0,1989604.0,188831.0,10.486107910325176
2611,35-39,female,2059,1821448.0,2091242.0,269794.0,14.81206161251927
2612,40-44,female,2059,1916598.0,2233861.0,317263.0,16.553445219080892
2613,45-49,female,2059,1995209.0,2309011.0,313802.0,15.727775887137637
2614,50-54,female,2059,1876505.0,2246294.0,369789.0,19.706262440014815
2615,55-59,female,2059,1707118.0,2162929.0,455811.0,26.700614720247813
2616,60-64,female,2059,1797454.0,2157963.0,360509.0,20.05664679040465
2617,65-69,female,2059,1864343.0,2105302.0,240959.0,12.92460668449958
2618,70-74,female,2059,1802565.0,1932405.0,129840.0,7.20306896006524
2619,75-79,female,2059,1653961.0,1663048.0,9087.0,0.549408359689255
2620,80-84,female,2059,1326758.0,1308064.0,-18694.0,-1.4089984759843168
2621,85-89,female,2059,1116760.0,1094816.0,-21944.0,-1.9649700920520077
2622,90-94,female,2059,710763.0,713913.0,3150.0,0.4431857032512947
2623,95-99,female,2059,256458.00000000003,257979.0,1520.999999999971,0.5930795685843182
2624,100&over,female,2059,39349.0,37448.0,-1901.0,-4.831126585173702
2625,0-4,persons,2059,3312510.0,2953172.0,-359338.0,-10.8479068742434
2626,5-9,persons,2059,3450307.0,3094347.0,-355960.0,-10.316763117021182
2627,10-14,persons,2059,3580195.0,3216758.0,-363437.0,-10.151318573429661
2628,15-19,persons,2059,3647592.0,3328038.0,-319554.0,-8.76068376068376
2629,20-24,persons,2059,3694426.0,3635205.0,-59221.0,-1.6029824389499208
2630,25-29,persons,2059,3693405.0,3840966.0,147561.0,3.995256409735732
2631,30-34,persons,2059,3696800.0,4073059.0,376259.0,10.177964726249728
2632,35-39,persons,2059,3723731.0,4276272.0,552541.0,14.838370440829374
2633,40-44,persons,2059,3907640.0,4555494.0,647854.0,16.579162870684097
2634,45-49,persons,2059,4057575.0,4699486.0,641911.0,15.820064940266047
2635,50-54,persons,2059,3808009.0,4573513.0,765504.0,20.102473497305283
2636,55-59,persons,2059,3451157.0,4359474.0,908317.0,26.3192025167212
2637,60-64,persons,2059,3609640.0,4246105.0,636465.0,17.63236777074722
2638,65-69,persons,2059,3684628.0,4040673.0,356045.0,9.662983617342103
2639,70-74,persons,2059,3476129.0,3628002.0,151873.0,4.36902658100433
2640,75-79,persons,2059,3132286.0,3076508.0,-55778.0,-1.7807441593775282
2641,80-84,persons,2059,2474645.0,2376319.0,-98326.0,-3.9733375898361176
2642,85-89,persons,2059,2008902.0,1907940.0,-100962.0,-5.025730473661731
2643,90-94,persons,2059,1222799.0,1172150.0,-50649.0,-4.142054417774303
2644,95-99,persons,2059,419637.0,394331.0,-25306.0,-6.030450127133689
2645,100&over,persons,2059,60738.0,52331.0,-8407.0,-13.841417234680101
2646,0-4,male,2060,1695184.0,1508854.0,-186330.0,-10.99172715174282
2647,5-9,male,2060,1759092.0,1578590.0,-180502.0,-10.261089243768945
2648,10-14,male,2060,1829110.0,1646167.0,-182943.0,-10.001749484722078
2649,15-19,male,2060,1879799.0,1713189.0,-166610.0,-8.863181648676267
2650,20-24,male,2060,1917769.0,1875772.0,-41997.0,-2.189888354645424
2651,25-29,male,2060,1908875.0,1973413.0,64538.0,3.3809442734594986
2652,30-34,male,2060,1897089.0,2086630.0,189541.0,9.991149598147478
2653,35-39,male,2060,1897301.0,2167249.0,269948.0,14.228000723132492
2654,40-44,male,2060,1966154.0,2305448.0,339294.0,17.25673573890957
2655,45-49,male,2060,2063496.9999999998,2380707.0,317210.00000000023,15.372447839759412
2656,50-54,male,2060,1971458.0,2340936.0,369478.0,18.741357918860054
2657,55-59,male,2060,1751391.0,2217132.0,465741.0,26.592634083422833
2658,60-64,male,2060,1796620.0,2100806.0,304186.0,16.931014905767498
2659,65-69,male,2060,1807550.0,1945918.0,138368.0,7.655002627866449
2660,70-74,male,2060,1688823.0,1724309.0,35486.0,2.101226712331606
2661,75-79,male,2060,1487857.0,1429064.0,-58793.0,-3.951522222901797
2662,80-84,male,2060,1175752.0,1095727.0,-80025.0,-6.8062822772149225
2663,85-89,male,2060,881897.0,803720.0,-78177.0,-8.864640655314624
2664,90-94,male,2060,515485.0,460642.0,-54843.0,-10.639106860529404
2665,95-99,male,2060,170496.0,142014.0,-28482.0,-16.70537725225225
2666,100&over,male,2060,22709.0,15815.0,-6894.0,-30.358007838301994
2667,0-4,female,2060,1615635.0,1434454.0,-181181.0,-11.214228461255173
2668,5-9,female,2060,1677582.0,1498825.0,-178757.0,-10.655634121014652
2669,10-14,female,2060,1742202.0,1562691.0,-179511.0,-10.303684647360065
2670,15-19,female,2060,1782492.0,1621325.0,-161167.0,-9.041667508185169
2671,20-24,female,2060,1808305.0,1770517.0,-37788.0,-2.089691727888824
