Age,Sex,Year,Population_2018,Population_2022,Population_Difference,Percentage_Change
0-4,male,2022,1616586.0,1568276,-48310.0,-2.9883965344250165
5-9,male,2022,1791472.0,1707638,-83834.0,-4.679615422401243
10-14,male,2022,1831728.0,1789255,-42473.0,-2.318739463501131
15-19,male,2022,1681017.0,1703618,22601.0,1.3444837262204965
20-24,male,2022,1724069.0,1740839,16770.0,0.9726988885015622
25-29,male,2022,1900797.0,1836278,-64519.0,-3.3943130171186087
30-34,male,2022,1966797.0,1933496,-33301.0,-1.6931589787863213
35-39,male,2022,1874984.0,1865668,-9316.0,-0.4968575731846245
40-44,male,2022,1807515.0,1798188,-9327.0,-0.5160123152504958
45-49,male,2022,1711903.0,1713834,1931.0,0.1127984471082765
50-54,male,2022,1894173.0,1901068,6895.0,0.3640111014147071
55-59,male,2022,1899352.0,1892533,-6819.0,-0.3590171805963297
60-64,male,2022,1668149.0,1661598,-6551.0,-0.3927107230828901
65-69,male,2022,1392992.0,1372227,-20765.0,-1.4906761847878525
70-74,male,2022,1288895.0,1264199,-24696.0,-1.916059880750565
75-79,male,2022,1087002.0,1064194,-22808.0,-2.098248209294923
80-84,male,2022,653437.0,634345,-19092.0,-2.9217812887853
85-89,male,2022,382231.0,367817,-14414.0,-3.7710180492947982
90-94,male,2022,149531.0,140311,-9220.0,-6.165945523001919
95-99,male,2022,32409.999999999996,28064,-4345.999999999996,-13.409441530391844
0-4,female,2022,1539989.0,1497099,-42890.0,-2.785084828527996
5-9,female,2022,1703291.0,1629351,-73940.0,-4.341008083762551
10-14,female,2022,1744902.0,1705034,-39868.0,-2.2848274573586367
15-19,female,2022,1590329.0,1606478,16149.0,1.015450262178455
20-24,female,2022,1624869.0,1695715,70846.0,4.360105337722611
25-29,female,2022,1806336.0,1884992,78656.0,4.354450113378685
30-34,female,2022,1931856.0,2058539,126683.0,6.557579861024839
35-39,female,2022,1901747.0,1994319,92572.0,4.867734772290952
40-44,female,2022,1840111.0,1887642,47531.0,2.5830506963982063
45-49,female,2022,1738246.0,1765240,26994.0,1.5529447500526392
50-54,female,2022,1945983.0,1965506,19523.0,1.003246174298542
55-59,female,2022,1963994.0,1961166,-2828.0,-0.1439922932554783
60-64,female,2022,1734885.0,1719417,-15468.0,-0.89158647403142
65-69,female,2022,1478659.0,1453538,-25121.0,-1.6989042098279588
70-74,female,2022,1415794.0,1393523,-22271.0,-1.573039580616954
75-79,female,2022,1236155.0,1219566,-16589.0,-1.3419838127095711
80-84,female,2022,817933.0,803315,-14618.0,-1.787187948157123
85-89,female,2022,548588.0,536705,-11883.0,-2.166106440534609
90-94,female,2022,269517.0,262268,-7249.0,-2.6896262573418377
95-99,female,2022,78878.0,75398,-3480.0,-4.4118765688785215
0-4,persons,2022,3156575.0,3065375,-91200.0,-2.889207447945954
5-9,persons,2022,3494763.0,3336989,-157774.0,-4.514583678492647
10-14,persons,2022,3576630.0,3494289,-82341.0,-2.3021950830810005
15-19,persons,2022,3271346.0,3310096,38750.0,1.1845277142802992
20-24,persons,2022,3348938.0,3436554,87616.0,2.616232369784093
25-29,persons,2022,3707133.0,3721270,14137.0,0.3813459080103141
30-34,persons,2022,3898653.0,3992035,93382.0,2.3952375346049006
35-39,persons,2022,3776731.0,3859987,83256.0,2.204446120202895
40-44,persons,2022,3647626.0,3685830,38204.0,1.047366149928748
45-49,persons,2022,3450149.0,3479074,28925.0,0.8383695892554206
50-54,persons,2022,3840156.0,3866574,26418.0,0.6879408024049023
55-59,persons,2022,3863346.0,3853699,-9647.0,-0.2497058249507033
60-64,persons,2022,3403034.0,3381015,-22019.0,-0.6470402587808409
65-69,persons,2022,2871651.0,2825765,-45886.0,-1.5978961231709563
70-74,persons,2022,2704689.0,2657722,-46967.0,-1.7365027920030731
75-79,persons,2022,2323157.0,2283760,-39397.0,-1.695838895089742
80-84,persons,2022,1471370.0,1437660,-33710.0,-2.2910620714028425
85-89,persons,2022,930819.0,904522,-26297.0,-2.8251464570448177
90-94,persons,2022,419048.0,402579,-16469.0,-3.930098699910273
95-99,persons,2022,111288.0,103462,-7826.0,-7.032204730069728
0-4,male,2023,1601888.0,1555337,-46551.0,-2.90600841007611
5-9,male,2023,1769504.0,1699648,-69856.0,-3.94777293524061
10-14,male,2023,1844843.0,1798745,-46098.0,-2.4987492160579516
15-19,male,2023,1734211.0,1761118,26907.0,1.551541306104044
20-24,male,2023,1705836.0,1807379,101543.0,5.952682438405567
25-29,male,2023,1888732.0,1898591,9859.0,0.5219904147332708
30-34,male,2023,1965640.0,1978361,12721.0,0.6471683522923831
35-39,male,2023,1891327.0,1922683,31356.0,1.6578835917850272
40-44,male,2023,1840546.0,1847200,6654.0,0.3615231567154529
45-49,male,2023,1686963.0,1694911,7948.0,0.4711425206124852
50-54,male,2023,1871162.0,1878389,7227.0,0.3862305882654735
55-59,male,2023,1902985.0,1900182,-2803.0,-0.1472949077370552
60-64,male,2023,1712477.0,1705316,-7161.0,-0.4181662001883821
65-69,male,2023,1423440.0,1402175,-21265.0,-1.4939161467993032
70-74,male,2023,1260928.0,1233102,-27826.0,-2.206787381991676
75-79,male,2023,1139394.0,1112987,-26407.0,-2.3176355150193872
80-84,male,2023,676516.0,654181,-22335.0,-3.3014740227873403
85-89,male,2023,396295.0,378919,-17376.0,-4.384612473031454
90-94,male,2023,153799.0,142851,-10948.0,-7.118381784016801
95-99,male,2023,33591.0,28063,-5528.0,-16.456789020868683
0-4,female,2023,1527314.0,1482408,-44906.0,-2.940194354271617
5-9,female,2023,1682447.0,1621570,-60877.0,-3.618360637809096
10-14,female,2023,1756562.0,1712600,-43962.0,-2.5027297641643163
15-19,female,2023,1641377.0,1661858,20481.0,1.247793773155101
20-24,female,2023,1606048.0,1743128,137080.0,8.535236804877563
25-29,female,2023,1789037.0,1930672,141635.0,7.91682899794694
30-34,female,2023,1917667.0,2087616,169949.0,8.862279008816444
35-39,female,2023,1913961.0,2053294,139333.0,7.279824406035441
40-44,female,2023,1881596.0,1946569,64973.0,3.453079194471077
45-49,female,2023,1711031.0,1748589,37558.0,2.195050820236454
50-54,female,2023,1919211.0,1940691,21480.0,1.1192099253286898
55-59,female,2023,1969119.0,1971334,2215.0,0.1124868532577259
60-64,female,2023,1784538.0,1770575,-13963.0,-0.7824434111237755
65-69,female,2023,1510378.0,1483516,-26862.0,-1.7784951846491408
70-74,female,2023,1383793.0,1358083,-25710.0,-1.857936844600312
75-79,female,2023,1294007.0,1276390,-17617.0,-1.3614300386319391
80-84,female,2023,841955.0,824712,-17243.0,-2.047971684947533
85-89,female,2023,562084.0,548611,-13473.0,-2.396972694472712
90-94,female,2023,271487.0,261413,-10074.0,-3.7106749126109166
95-99,female,2023,78607.0,72975,-5632.0,-7.164756319411756
0-4,persons,2023,3129202.0,3037745,-91457.0,-2.922694028701247
5-9,persons,2023,3451951.0,3321218,-130733.0,-3.787220618137395
10-14,persons,2023,3601405.0,3511345,-90060.0,-2.5006907026563243
15-19,persons,2023,3375588.0,3422976,47388.0,1.4038443080138927
20-24,persons,2023,3311884.0,3550507,238623.0,7.205053075530424
25-29,persons,2023,3677769.0,3829263,151494.0,4.119182036718456
30-34,persons,2023,3883307.0,4065977,182670.0,4.703980396090239
35-39,persons,2023,3805288.0,3975977,170689.0,4.485573759463147
40-44,persons,2023,3722142.0,3793769,71627.0,1.924348936714397
45-49,persons,2023,3397994.0,3443500,45506.0,1.3392018938232382
50-54,persons,2023,3790373.0,3819080,28707.0,0.7573660956322769
55-59,persons,2023,3872104.0,3871516,-588.0,-0.0151855425370806
60-64,persons,2023,3497015.0,3475891,-21124.0,-0.6040580323504474
65-69,persons,2023,2933818.0,2885691,-48127.0,-1.640422139341977
70-74,persons,2023,2644721.0,2591185,-53536.0,-2.024258891580624
75-79,persons,2023,2433401.0,2389377,-44024.0,-1.8091551700685584
80-84,persons,2023,1518471.0,1478893,-39578.0,-2.606437659988238
85-89,persons,2023,958379.0,927530,-30849.0,-3.218872700674785
90-94,persons,2023,425286.0,404264,-21022.0,-4.9430265750577265
95-99,persons,2023,112198.0,101038,-11160.0,-9.946701367225796
0-4,male,2024,1598494.0,1540171,-58323.0,-3.6486217652365287
5-9,male,2024,1742118.0,1694182,-47936.0,-2.751593175663187
10-14,male,2024,1853059.0,1798882,-54177.0,-2.923652188084675
15-19,male,2024,1775111.0,1795141,20030.0,1.128380140734861
20-24,male,2024,1698012.0,1860880,162868.0,9.591687220113874
25-29,male,2024,1871775.0,1945598,73823.0,3.944010364493596
30-34,male,2024,1966896.0,2018932,52036.0,2.6455898024094817
35-39,male,2024,1908246.0,1973333,65087.0,3.4108285828975933
40-44,male,2024,1848824.0,1869913,21089.0,1.14067104278179
45-49,male,2024,1699526.0,1712015,12489.0,0.734851952838615
50-54,male,2024,1833186.0,1840565,7379.0,0.4025232573235885
55-59,male,2024,1899139.0,1900315,1176.0,0.061922797646723
60-64,male,2024,1758775.0,1748661,-10114.0,-0.5750593452829384
65-69,male,2024,1457716.0,1436992,-20724.0,-1.4216761015177168
70-74,male,2024,1250930.0,1221839,-29091.0,-2.325549790955529
75-79,male,2024,1162410.0,1133138,-29272.0,-2.5182164640703366
80-84,male,2024,709937.0,685975,-23962.0,-3.3752290696216707
85-89,male,2024,408958.0,390310,-18648.0,-4.559881454819322
90-94,male,2024,158304.0,146649,-11655.0,-7.3624166161309885
95-99,male,2024,34771.0,28850,-5921.0,-17.028558281326394
0-4,female,2024,1523999.0,1467057,-56942.0,-3.736354157712702
5-9,female,2024,1657250.0,1614194,-43056.0,-2.5980389198974203
10-14,female,2024,1763524.0,1713111,-50413.0,-2.858651200664125
15-19,female,2024,1680429.0,1696720,16291.0,0.969454823738462
20-24,female,2024,1598002.0,1779853,181851.0,11.37989814781208
25-29,female,2024,1770860.0,1958263,187403.0,10.582598285578758
30-34,female,2024,1906839.0,2115182,208343.0,10.92609286887881
35-39,female,2024,1923464.0,2103479,180015.0,9.35889624136454
40-44,female,2024,1894738.0,1976808,82070.0,4.331469575213037
45-49,female,2024,1722865.0,1771615,48750.0,2.829589085621915
50-54,female,2024,1877751.0,1900892,23141.0,1.2323785209008011
55-59,female,2024,1966311.0,1973132,6821.0,0.3468932432356835
60-64,female,2024,1835864.0,1821375,-14489.0,-0.7892196807606664
65-69,female,2024,1544809.0,1517854,-26955.0,-1.7448759037525026
70-74,female,2024,1373942.0,1346372,-27570.0,-2.0066349234538285
75-79,female,2024,1321025.0,1301623,-19402.0,-1.4687080108249275
80-84,female,2024,876092.0,858406,-17686.0,-2.0187377581349906
85-89,female,2024,575092.0,561290,-13802.0,-2.3999638318738565
90-94,female,2024,273222.0,263259,-9963.0,-3.6464852757098623
95-99,female,2024,79297.0,72572,-6725.0,-8.480774808630844
0-4,persons,2024,3122493.0,3007228,-115265.0,-3.6914414219663585
5-9,persons,2024,3399368.0,3308376,-90992.0,-2.6767328515182824
10-14,persons,2024,3616583.0,3511993,-104590.0,-2.8919563023992536
15-19,persons,2024,3455540.0,3491861,36321.0,1.051094763770641
20-24,persons,2024,3296014.0,3640733,344719.0,10.458663100338772
25-29,persons,2024,3642635.0,3903861,261226.0,7.171347115480964
30-34,persons,2024,3873735.0,4134114,260379.0,6.721652358770023
35-39,persons,2024,3831710.0,4076812,245102.0,6.396674069801733
40-44,persons,2024,3743562.0,3846721,103159.0,2.7556375452042734
45-49,persons,2024,3422391.0,3483630,61239.0,1.789363050569032
50-54,persons,2024,3710937.0,3741457,30520.0,0.8224337950226587
55-59,persons,2024,3865450.0,3873447,7997.0,0.2068840626576465
60-64,persons,2024,3594639.0,3570036,-24603.0,-0.6844359058030585
65-69,persons,2024,3002525.0,2954846,-47679.0,-1.5879634640843958
70-74,persons,2024,2624872.0,2568211,-56661.0,-2.158619544114913
75-79,persons,2024,2483435.0,2434761,-48674.0,-1.9599466062127655
80-84,persons,2024,1586029.0,1544381,-41648.0,-2.6259292862866945
85-89,persons,2024,984050.0,951600,-32450.0,-3.297596666836035
90-94,persons,2024,431526.0,409908,-21618.0,-5.009663380653773
95-99,persons,2024,114068.0,101422,-12646.0,-11.086369533962198
0-4,male,2025,1593288.0,1529182,-64106.0,-4.023503597591898
5-9,male,2025,1716525.0,1682870,-33655.0,-1.9606472378788544
10-14,male,2025,1853741.0,1793086,-60655.0,-3.272032069204921
15-19,male,2025,1815589.0,1824854,9265.0,0.5103027171898485
20-24,male,2025,1704488.0,1910384,205896.0,12.079639164370768
25-29,male,2025,1853578.0,1981435,127857.0,6.897848377570299
30-34,male,2025,1950422.0,2045112,94690.0,4.854846797257209
35-39,male,2025,1922340.0,2014782,92442.0,4.808826742407691
40-44,male,2025,1854833.0,1890098,35265.0,1.901249330802288
45-49,male,2025,1730311.0,1747229,16918.0,0.9777433074169904
50-54,male,2025,1798135.0,1807424,9289.0,0.5165908010243947
55-59,male,2025,1884553.0,1887273,2720.0,0.1443313082731024
60-64,male,2025,1800791.0,1787626,-13165.0,-0.7310676252824454
65-69,male,2025,1499187.0,1480401,-18786.0,-1.253079168909549
70-74,male,2025,1249553.0,1218488,-31065.0,-2.4860890254354957
75-79,male,2025,1177110.0,1145499,-31611.0,-2.685475444096134
80-84,male,2025,741587.0,716350,-25237.0,-3.403107120270447
85-89,male,2025,416743.0,396758,-19985.0,-4.795521460468442
90-94,male,2025,164248.0,152063,-12185.0,-7.418659587940188
95-99,male,2025,36404.0,30239,-6165.0,-16.93495220305461
0-4,female,2025,1518989.0,1454774,-64215.0,-4.22748288499785
5-9,female,2025,1634324.0,1602819,-31505.0,-1.927708336902597
10-14,female,2025,1762498.0,1707875,-54623.0,-3.0991808217654717
15-19,female,2025,1719267.0,1728691,9424.0,0.5481405738608373
20-24,female,2025,1605430.0,1813378,207948.0,12.952791463969154
25-29,female,2025,1750059.0,1976566,226507.0,12.942820784899252
30-34,female,2025,1886473.0,2126617,240144.0,12.729787280284423
35-39,female,2025,1926456.0,2143136,216680.0,11.247596623021757
40-44,female,2025,1897972.0,2002178,104206.0,5.490386581045453
45-49,female,2025,1757034.0,1815860,58826.0,3.3480285526631812
50-54,female,2025,1839264.0,1865862,26598.0,1.4461219270316823
55-59,female,2025,1950637.0,1961055,10418.0,0.5340819434882041
60-64,female,2025,1883888.0,1869297,-14591.0,-0.7745152578072582
65-69,female,2025,1588639.0,1561965,-26674.0,-1.6790472851289688
70-74,female,2025,1369268.0,1340348,-28920.0,-2.1120774019403066
75-79,female,2025,1341160.0,1319598,-21562.0,-1.6077127262966389
80-84,female,2025,909586.0,891988,-17598.0,-1.9347263480308623
85-89,female,2025,582350.0,568331,-14019.0,-2.4073151884605477
90-94,female,2025,277125.0,267960,-9165.0,-3.307171853856563
95-99,female,2025,81001.0,73653,-7348.0,-9.071492944531547
0-4,persons,2025,3112277.0,2983956,-128321.0,-4.123058455272458
5-9,persons,2025,3350849.0,3285689,-65160.0,-1.9445818059840956
10-14,persons,2025,3616239.0,3500961,-115278.0,-3.187787090399722
15-19,persons,2025,3534856.0,3553545,18689.0,0.5287061198532557
20-24,persons,2025,3309918.0,3723762,413844.0,12.503149624854752
25-29,persons,2025,3603637.0,3958001,354364.0,9.8335098679473
30-34,persons,2025,3836895.0,4171729,334834.0,8.726691765086091
35-39,persons,2025,3848796.0,4157918,309122.0,8.03165457457345
40-44,persons,2025,3752805.0,3892276,139471.0,3.71644676448683
45-49,persons,2025,3487345.0,3563089,75744.0,2.171967499630808
50-54,persons,2025,3637399.0,3673286,35887.0,0.9866115870158868
55-59,persons,2025,3835190.0,3848328,13138.0,0.3425645144047622
60-64,persons,2025,3684679.0,3656923,-27756.0,-0.7532813577519236
65-69,persons,2025,3087826.0,3042366,-45460.0,-1.4722332152135515
70-74,persons,2025,2618821.0,2558836,-59985.0,-2.290534557344698
75-79,persons,2025,2518270.0,2465097,-53173.0,-2.1114892366584996
80-84,persons,2025,1651173.0,1608338,-42835.0,-2.594216354070712
85-89,persons,2025,999093.0,965089,-34004.0,-3.4034869626751467
90-94,persons,2025,441373.0,420023,-21350.0,-4.837178531536819
95-99,persons,2025,117405.0,103892,-13513.0,-11.50973127209233
0-4,male,2026,1589749.0,1525269,-64480.0,-4.055986196563105
5-9,male,2026,1686725.0,1656760,-29965.0,-1.7765195867731849
10-14,male,2026,1848987.0,1784622,-64365.0,-3.4810953240882707
15-19,male,2026,1848640.0,1856888,8248.0,0.446165830015579
20-24,male,2026,1735084.0,1949655,214571.0,12.366605881905429
25-29,male,2026,1823509.0,2004363,180854.0,9.917911016616864
30-34,male,2026,1930031.0,2061022,130991.0,6.786989431775966
35-39,male,2026,1943218.0,2056642,113424.0,5.836915878712527
40-44,male,2026,1861854.0,1914158,52304.0,2.809242829996337
45-49,male,2026,1766366.0,1786175,19809.0,1.1214550098903624
50-54,male,2026,1748467.0,1758678,10211.0,0.5839972959169376
55-59,male,2026,1880817.0,1884647,3830.0,0.2036349097227428
60-64,male,2026,1827318.0,1811829,-15489.0,-0.847635715294218
65-69,male,2026,1544104.0,1525444,-18660.0,-1.2084678234108583
70-74,male,2026,1263621.0,1229932,-33689.0,-2.666068386011312
75-79,male,2026,1181462.0,1148554,-32908.0,-2.7853625423416073
80-84,male,2026,781906.0,755202,-26704.0,-3.415244287676523
85-89,male,2026,416545.0,395697,-20848.0,-5.004981454584739
90-94,male,2026,170345.0,157909,-12436.0,-7.300478440811295
95-99,male,2026,38189.0,31812,-6377.0,-16.698525753489225
0-4,female,2026,1515575.0,1449966,-65609.0,-4.328984048958316
5-9,female,2026,1607018.0,1577939,-29079.0,-1.8095005780893556
10-14,female,2026,1757066.0,1699924,-57142.0,-3.2521259872992823
15-19,female,2026,1750871.0,1760135,9264.0,0.529108083919375
20-24,female,2026,1632596.0,1838922,206326.0,12.637909194926364
25-29,female,2026,1724532.0,1986919,262387.0,15.214968466807226
30-34,female,2026,1857826.0,2127640,269814.0,14.523103885939804
35-39,female,2026,1936548.0,2178944,242396.0,12.516911535371186
40-44,female,2026,1901717.0,2029974,128257.0,6.744273727373737
45-49,female,2026,1797242.0,1866905,69663.0,3.876105721989582
50-54,female,2026,1784904.0,1813781,28877.0,1.6178461138526217
55-59,female,2026,1946484.0,1959975,13491.0,0.6930958589949879
60-64,female,2026,1916501.0,1902314,-14187.0,-0.7402552881527324
65-69,female,2026,1637368.0,1610413,-26955.0,-1.646239574732131
70-74,female,2026,1381272.0,1350151,-31121.0,-2.2530681864252657
75-79,female,2026,1348378.0,1325589,-22789.0,-1.6901047035771868
80-84,female,2026,953965.0,936617,-17348.0,-1.818515354336899
85-89,female,2026,579818.0,565632,-14186.0,-2.446629804524868
90-94,female,2026,282447.0,274772,-7675.0,-2.717323958123117
95-99,female,2026,82673.0,74929,-7744.0,-9.36702430055762
0-4,persons,2026,3105324.0,2975235,-130089.0,-4.1892246992584345
5-9,persons,2026,3293743.0,3234699,-59044.0,-1.7926110203497967
10-14,persons,2026,3606053.0,3484546,-121507.0,-3.3695289558972092
15-19,persons,2026,3599511.0,3617023,17512.0,0.4865105287912719
20-24,persons,2026,3367680.0,3788577,420897.0,12.498129275940707
25-29,persons,2026,3548041.0,3991282,443241.0,12.49255575118777
30-34,persons,2026,3787857.0,4188662,400805.0,10.581312863711592
35-39,persons,2026,3879766.0,4235586,355820.0,9.171171663445682
40-44,persons,2026,3763571.0,3944132,180561.0,4.797597813353328
45-49,persons,2026,3563608.0,3653080,89472.0,2.51071386078379
50-54,persons,2026,3533371.0,3572459,39088.0,1.1062523578758077
55-59,persons,2026,3827301.0,3844622,17321.0,0.452564352790648
60-64,persons,2026,3743819.0,3714143,-29676.0,-0.7926665258122788
65-69,persons,2026,3181472.0,3135857,-45615.0,-1.433770279920741
70-74,persons,2026,2644893.0,2580083,-64810.0,-2.4503826808872797
75-79,persons,2026,2529840.0,2474143,-55697.0,-2.2016016823198306
80-84,persons,2026,1735871.0,1691819,-44052.0,-2.5377461804477406
85-89,persons,2026,996363.0,961329,-35034.0,-3.5161883771276132
90-94,persons,2026,452792.0,432681,-20111.0,-4.4415537376985466
95-99,persons,2026,120862.0,106741,-14121.0,-11.683573000612268
0-4,male,2027,1588201.0,1516061,-72140.0,-4.542246227020383
5-9,male,2027,1663039.0,1640686,-22353.0,-1.344105580205876
10-14,male,2027,1827173.0,1766088,-61085.0,-3.343142658084374
15-19,male,2027,1881750.0,1879158,-2592.0,-0.1377441211638102
20-24,male,2027,1781076.0,1978645,197569.0,11.092676561808704
25-29,male,2027,1788440.0,2013310,224870.0,12.573527767216122
30-34,male,2027,1918577.0,2081655,163078.0,8.499945532548342
35-39,male,2027,1961260.0,2091387,130127.0,6.634867381173327
40-44,male,2027,1865017.0,1942452,77435.0,4.151972877459026
45-49,male,2027,1803150.0,1828551,25401.0,1.4087014391481574
50-54,male,2027,1703541.0,1715111,11570.0,0.6791735567268413
55-59,male,2027,1866127.0,1867143,1016.0,0.0544443116679625
60-64,male,2027,1844703.0,1827837,-16866.0,-0.9142935204203604
65-69,male,2027,1591215.0,1571169,-20046.0,-1.2597920457009266
70-74,male,2027,1289208.0,1253704,-35504.0,-2.7539388523806863
75-79,male,2027,1129081.0,1093416,-35665.0,-3.1587636316615013
80-84,male,2027,863411.0,835507,-27904.0,-3.231832811951666
85-89,male,2027,424779.0,403290,-21489.0,-5.058865904387929
90-94,male,2027,177127.0,164813,-12314.0,-6.9520739356506915
95-99,male,2027,39882.0,33379,-6503.0,-16.305601524497266
0-4,female,2027,1514064.0,1440701,-73363.0,-4.845435860042905
5-9,female,2027,1585348.0,1561428,-23920.0,-1.5088169916005822
10-14,female,2027,1735159.0,1682201,-52958.0,-3.052054595573086
15-19,female,2027,1784537.0,1783095,-1442.0,-0.0808052733005816
20-24,female,2027,1675505.0,1859175,183670.0,10.962068152586832
25-29,female,2027,1689821.0,1979200,289379.0,17.12483156500008
30-34,female,2027,1833721.0,2134139,300418.0,16.38297210971571
35-39,female,2027,1941621.0,2203423,261802.0,13.483681933806857
40-44,female,2027,1907320.0,2067644,160324.0,8.405721116540485
45-49,female,2027,1843277.0,1919908,76631.0,4.157324156922698
50-54,female,2027,1737669.0,1770861,33192.0,1.9101451427170535
55-59,female,2027,1930646.0,1943947,13301.0,0.6889403857568918
60-64,female,2027,1934413.0,1920087,-14326.0,-0.7405864207901829
65-69,female,2027,1687977.0,1661898,-26079.0,-1.5449855063191027
70-74,female,2027,1406597.0,1373273,-33324.0,-2.369122072633455
75-79,female,2027,1290976.0,1265842,-25134.0,-1.9468990903006715
80-84,female,2027,1045550.0,1029324,-16226.0,-1.5519104777389892
85-89,female,2027,587841.0,573987,-13854.0,-2.356759736051075
90-94,female,2027,289311.0,283298,-6013.0,-2.0783862348821858
95-99,female,2027,84006.0,76492,-7514.0,-8.944599195295574
0-4,persons,2027,3102265.0,2956762,-145503.0,-4.690218276001567
5-9,persons,2027,3248387.0,3202114,-46273.0,-1.4244916015240794
10-14,persons,2027,3562332.0,3448289,-114043.0,-3.2013579868468187
15-19,persons,2027,3666287.0,3662253,-4034.0,-0.1100295748805262
20-24,persons,2027,3456581.0,3837820,381239.0,11.029366880162796
25-29,persons,2027,3478261.0,3992510,514249.0,14.784658195575318
30-34,persons,2027,3752298.0,4215794,463496.0,12.352323829290745
35-39,persons,2027,3902881.0,4294810,391929.0,10.04204330083341
40-44,persons,2027,3772337.0,4010096,237759.0,6.302697770639261
45-49,persons,2027,3646427.0,3748459,102032.0,2.798136367463273
50-54,persons,2027,3441210.0,3485972,44762.0,1.3007633942712011
55-59,persons,2027,3796773.0,3811090,14317.0,0.3770833810712413
60-64,persons,2027,3779116.0,3747924,-31192.0,-0.8253782101422661
65-69,persons,2027,3279192.0,3233067,-46125.0,-1.406596503040993
70-74,persons,2027,2695805.0,2626977,-68828.0,-2.553152026945569
75-79,persons,2027,2420057.0,2359258,-60799.0,-2.5122961979821135
80-84,persons,2027,1908961.0,1864831,-44130.0,-2.3117287362078116
85-89,persons,2027,1012620.0,977277,-35343.0,-3.4902530070510163
90-94,persons,2027,466438.0,448111,-18327.0,-3.9291395641006943
95-99,persons,2027,123888.0,109871,-14017.0,-11.314251582074132
0-4,male,2028,1587814.0,1519732,-68082.0,-4.287781818273425
5-9,male,2028,1647574.0,1614067,-33507.0,-2.033717453662172
10-14,male,2028,1804697.0,1747391,-57306.0,-3.1753806871735257
15-19,male,2028,1894287.0,1877300,-16987.0,-0.8967490142729163
20-24,male,2028,1832761.0,2001101,168340.0,9.185049223548516
25-29,male,2028,1767891.0,2024043,256152.0,14.489128571840684
30-34,male,2028,1905119.0,2099536,194417.0,10.204979321501702
35-39,male,2028,1959332.0,2104712,145380.0,7.419875753573156
40-44,male,2028,1880832.0,1979584,98752.0,5.250442357424799
45-49,male,2028,1835450.0,1865533,30083.0,1.638998610694925
50-54,male,2028,1678887.0,1690134,11247.0,0.6699080998304234
55-59,male,2028,1843763.0,1840689,-3074.0,-0.1667242481815721
60-64,male,2028,1848705.0,1832271,-16434.0,-0.8889465869351789
65-69,male,2028,1634175.0,1611591,-22584.0,-1.3819817339024278
70-74,male,2028,1318496.0,1282546,-35950.0,-2.726591510326918
75-79,male,2028,1106958.0,1068062,-38896.0,-3.5137737836485217
80-84,male,2028,907046.0,878319,-28727.0,-3.1670940613816723
85-89,male,2028,443056.0,420653,-22403.0,-5.056471416705789
90-94,male,2028,184827.0,172232,-12595.0,-6.814480568315235
95-99,male,2028,41288.0,34825,-6463.0,-15.653458632048054
0-4,female,2028,1513669.0,1444556,-69113.0,-4.565925575538642
5-9,female,2028,1571915.0,1534654,-37261.0,-2.3704207924728755
10-14,female,2028,1713855.0,1665088,-48767.0,-2.8454565876343096
15-19,female,2028,1795697.0,1781014,-14683.0,-0.8176769243363441
20-24,female,2028,1725213.0,1882354,157141.0,9.108498486853508
25-29,female,2028,1668765.0,1968447,299682.0,17.958310487096746
30-34,female,2028,1815168.0,2136723,321555.0,17.714889200338483
35-39,female,2028,1926757.0,2205640,278883.0,14.474217558311713
40-44,female,2028,1919026.0,2110906,191880.0,9.998822319239032
45-49,female,2028,1884178.0,1969228,85050.0,4.513904737238201
50-54,female,2028,1710634.0,1749020,38386.0,2.243963349261151
55-59,female,2028,1904314.0,1915865,11551.0,0.6065701349672376
60-64,female,2028,1939620.0,1927554,-12066.0,-0.6220806137284622
65-69,female,2028,1736416.0,1710489,-25927.0,-1.4931329819582404
70-74,female,2028,1437424.0,1402128,-35296.0,-2.4555037344583086
75-79,female,2028,1263522.0,1235313,-28209.0,-2.2325689619967046
80-84,female,2028,1095912.0,1080947,-14965.0,-1.3655293490718232
85-89,female,2028,608170.0,594584,-13586.0,-2.2339148593320948
90-94,female,2028,297918.0,293383,-4535.0,-1.5222309494558903
95-99,female,2028,84800.0,78014,-6786.0,-8.002358490566037
0-4,persons,2028,3101483.0,2964288,-137195.0,-4.423529002093515
5-9,persons,2028,3219489.0,3148721,-70768.0,-2.1981128061005957
10-14,persons,2028,3518552.0,3412479,-106073.0,-3.0146776287518273
15-19,persons,2028,3689984.0,3658314,-31670.0,-0.8582693041487442
20-24,persons,2028,3557974.0,3883455,325481.0,9.147930816807545
25-29,persons,2028,3436656.0,3992490,555834.0,16.173687445004678
30-34,persons,2028,3720287.0,4236259,515972.0,13.86914504176694
35-39,persons,2028,3886089.0,4310352,424263.0,10.917480273869176
40-44,persons,2028,3799858.0,4090490,290632.0,7.648496338547388
45-49,persons,2028,3719628.0,3834761,115133.0,3.0952826465442245
50-54,persons,2028,3389521.0,3439154,49633.0,1.4643071985687657
55-59,persons,2028,3748077.0,3756554,8477.0,0.2261693129570177
60-64,persons,2028,3788325.0,3759825,-28500.0,-0.7523113777197046
65-69,persons,2028,3370591.0,3322080,-48511.0,-1.439243147566703
70-74,persons,2028,2755920.0,2684674,-71246.0,-2.5851984092426483
