Year,Age,Sex,Population
2039,90-94,female,473774
2039,95-99,female,120348
2039,0-4,persons,3035066
2039,5-9,persons,3061175
2039,10-14,persons,3095596
2039,15-19,persons,3274073
2039,20-24,persons,3862405
2039,25-29,persons,4251085
2039,30-34,persons,4403283
2039,35-39,persons,4393689
2039,40-44,persons,4439620
2039,45-49,persons,4390103
2039,50-54,persons,4138428
2039,55-59,persons,3776138
2039,60-64,persons,3311907
2039,65-69,persons,3411794
2039,70-74,persons,3363595
2039,75-79,persons,2872402
2039,80-84,persons,2060225
2039,85-89,persons,1354366
2039,90-94,persons,768603
2039,95-99,persons,179414
2040,0-4,male,1561474
2040,5-9,male,1572980
2040,10-14,male,1591327
2040,15-19,male,1663135
2040,20-24,male,1966822
2040,25-29,male,2167017
2040,30-34,male,2267718
2040,35-39,male,2251474
2040,40-44,male,2219235
2040,45-49,male,2151071
2040,50-54,male,2026201
2040,55-59,male,1838382
2040,60-64,male,1639934
2040,65-69,male,1612108
2040,70-74,male,1582712
2040,75-79,male,1367131
2040,80-84,male,958201
2040,85-89,male,570153
2040,90-94,male,296836
2040,95-99,male,63233
2040,0-4,female,1484663
2040,5-9,female,1493565
2040,10-14,female,1510501
2040,15-19,female,1574222
2040,20-24,female,1862743
2040,25-29,female,2064239
2040,30-34,female,2166950
2040,35-39,female,2165810
2040,40-44,female,2227774
2040,45-49,female,2245405
2040,50-54,female,2173548
2040,55-59,female,1972414
2040,60-64,female,1743554
2040,65-69,female,1737151
2040,70-74,female,1759750
2040,75-79,female,1578835
2040,80-84,female,1171096
2040,85-89,female,787888
2040,90-94,female,480013
2040,95-99,female,127756
2040,0-4,persons,3046137
2040,5-9,persons,3066545
2040,10-14,persons,3101828
2040,15-19,persons,3237357
2040,20-24,persons,3829565
2040,25-29,persons,4231256
2040,30-34,persons,4434668
2040,35-39,persons,4417284
2040,40-44,persons,4447009
2040,45-49,persons,4396476
2040,50-54,persons,4199749
2040,55-59,persons,3810796
2040,60-64,persons,3383488
2040,65-69,persons,3349259
2040,70-74,persons,3342462
2040,75-79,persons,2945966
2040,80-84,persons,2129297
2040,85-89,persons,1358041
2040,90-94,persons,776849
2040,95-99,persons,190989
2041,0-4,male,1567333
2041,5-9,male,1576331
2041,10-14,male,1593563
2041,15-19,male,1654422
2041,20-24,male,1937200
2041,25-29,male,2155632
2041,30-34,male,2290140
2041,35-39,male,2271548
2041,40-44,male,2226073
2041,45-49,male,2155650
2041,50-54,male,2060225
2041,55-59,male,1858312
2041,60-64,male,1675275
2041,65-69,male,1570024
2041,70-74,male,1581937
2041,75-79,male,1387388
2041,80-84,male,991714
2041,85-89,male,580529
2041,90-94,male,295922
2041,95-99,male,67476
2041,0-4,female,1490237
2041,5-9,female,1496754
2041,10-14,female,1512674
2041,15-19,female,1565146
2041,20-24,female,1834635
2041,25-29,female,2053621
2041,30-34,female,2190150
2041,35-39,female,2171416
2041,40-44,female,2222168
2041,45-49,female,2236513
2041,50-54,female,2203090
2041,55-59,female,1996539
2041,60-64,female,1790727
2041,65-69,female,1689240
2041,70-74,female,1759629
2041,75-79,female,1608462
2041,80-84,female,1211713
2041,85-89,female,798657
2041,90-94,female,480742
2041,95-99,female,135324
2041,0-4,persons,3057570
2041,5-9,persons,3073085
2041,10-14,persons,3106237
2041,15-19,persons,3219568
2041,20-24,persons,3771835
2041,25-29,persons,4209253
2041,30-34,persons,4480290
2041,35-39,persons,4442964
2041,40-44,persons,4448241
2041,45-49,persons,4392163
2041,50-54,persons,4263315
2041,55-59,persons,3854851
2041,60-64,persons,3466002
2041,65-69,persons,3259264
2041,70-74,persons,3341566
2041,75-79,persons,2995850
2041,80-84,persons,2203427
2041,85-89,persons,1379186
2041,90-94,persons,776664
2041,95-99,persons,202800
2042,0-4,male,1573145
2042,5-9,male,1580410
2042,10-14,male,1595400
2042,15-19,male,1642884
2042,20-24,male,1919421
2042,25-29,male,2135811
2042,30-34,male,2308240
2042,35-39,male,2291132
2042,40-44,male,2226940
2042,45-49,male,2170419
2042,50-54,male,2090777
2042,55-59,male,1884179
2042,60-64,male,1714457
2042,65-69,male,1533442
2042,70-74,male,1569135
2042,75-79,male,1401926
2042,80-84,male,1025725
2042,85-89,male,596935
2042,90-94,male,286013
2042,95-99,male,78383
2042,0-4,female,1495771
2042,5-9,female,1500637
2042,10-14,female,1514416
2042,15-19,female,1553814
2042,20-24,female,1816547
2042,25-29,female,2034604
2042,30-34,female,2209509
2042,35-39,female,2182030
2042,40-44,female,2206442
2042,45-49,female,2237930
2042,50-54,female,2224262
2042,55-59,female,2031853
2042,60-64,female,1840407
2042,65-69,female,1650501
2042,70-74,female,1746348
2042,75-79,female,1625515
2042,80-84,female,1255085
2042,85-89,female,817719
2042,90-94,female,465903
2042,95-99,female,154780
2042,0-4,persons,3068916
2042,5-9,persons,3081047
2042,10-14,persons,3109816
2042,15-19,persons,3196698
2042,20-24,persons,3735968
2042,25-29,persons,4170415
2042,30-34,persons,4517749
2042,35-39,persons,4473162
2042,40-44,persons,4433382
2042,45-49,persons,4408349
2042,50-54,persons,4315039
2042,55-59,persons,3916032
2042,60-64,persons,3554864
2042,65-69,persons,3183943
2042,70-74,persons,3315483
2042,75-79,persons,3027441
2042,80-84,persons,2280810
2042,85-89,persons,1414654
2042,90-94,persons,751916
2042,95-99,persons,233163
2043,0-4,male,1578463
2043,5-9,male,1585207
2043,10-14,male,1597284
2043,15-19,male,1646645
2043,20-24,male,1893098
2043,25-29,male,2117372
2043,30-34,male,2306625
2043,35-39,male,2313605
2043,40-44,male,2237730
2043,45-49,male,2188385
2043,50-54,male,2104451
2043,55-59,male,1920666
2043,60-64,male,1749728
2043,65-69,male,1514324
2043,70-74,male,1549310
2043,75-79,male,1407951
2043,80-84,male,1056506
2043,85-89,male,616806
2043,90-94,male,283816
2043,95-99,male,83355
2043,0-4,female,1500832
2043,5-9,female,1505199
2043,10-14,female,1516204
2043,15-19,female,1557693
2043,20-24,female,1789950
2043,25-29,female,2017559
2043,30-34,female,2207543
2043,35-39,female,2205208
2043,40-44,female,2195997
2043,45-49,female,2240765
2043,50-54,female,2226831
2043,55-59,female,2074337
2043,60-64,female,1887600
2043,65-69,female,1632016
2043,70-74,female,1722746
2043,75-79,female,1634122
2043,80-84,female,1296379
2043,85-89,female,840989
2043,90-94,female,461177
2043,95-99,female,164660
2043,0-4,persons,3079295
2043,5-9,persons,3090406
2043,10-14,persons,3113488
2043,15-19,persons,3204338
2043,20-24,persons,3683048
2043,25-29,persons,4134931
2043,30-34,persons,4514168
2043,35-39,persons,4518813
2043,40-44,persons,4433727
2043,45-49,persons,4429150
2043,50-54,persons,4331282
2043,55-59,persons,3995003
2043,60-64,persons,3637328
2043,65-69,persons,3146340
2043,70-74,persons,3272056
2043,75-79,persons,3042073
2043,80-84,persons,2352885
2043,85-89,persons,1457795
2043,90-94,persons,744993
2043,95-99,persons,248015
2044,0-4,male,1582855
2044,5-9,male,1590522
2044,10-14,male,1599536
2044,15-19,male,1651169
2044,20-24,male,1868699
2044,25-29,male,2104792
2044,30-34,male,2299953
2044,35-39,male,2323673
2044,40-44,male,2252726
2044,45-49,male,2204851
2044,50-54,male,2123356
2044,55-59,male,1956783
2044,60-64,male,1764527
2044,65-69,male,1528811
2044,70-74,male,1518482
2044,75-79,male,1409550
2044,80-84,male,1086925
2044,85-89,male,638416
2044,90-94,male,285714
2044,95-99,male,84911
2044,0-4,female,1505014
2044,5-9,female,1510254
2044,10-14,female,1518342
2044,15-19,female,1562221
2044,20-24,female,1766285
2044,25-29,female,2003816
2044,30-34,female,2202139
2044,35-39,female,2218440
2044,40-44,female,2192657
2044,45-49,female,2238692
2044,50-54,female,2235879
2044,55-59,female,2112762
2044,60-64,female,1910620
2044,65-69,female,1651599
2044,70-74,female,1687193
2044,75-79,female,1636691
2044,80-84,female,1337350
2044,85-89,female,866986
2044,90-94,female,463526
2044,95-99,female,168457
2044,0-4,persons,3087869
2044,5-9,persons,3100776
2044,10-14,persons,3117878
2044,15-19,persons,3213390
2044,20-24,persons,3634984
2044,25-29,persons,4108608
2044,30-34,persons,4502092
2044,35-39,persons,4542113
2044,40-44,persons,4445383
2044,45-49,persons,4443543
2044,50-54,persons,4359235
2044,55-59,persons,4069545
2044,60-64,persons,3675147
2044,65-69,persons,3180410
2044,70-74,persons,3205675
2044,75-79,persons,3046241
2044,80-84,persons,2424275
2044,85-89,persons,1505402
2044,90-94,persons,749240
2044,95-99,persons,253368
2045,0-4,male,1586153
2045,5-9,male,1596187
2045,10-14,male,1602294
2045,15-19,male,1654300
2045,20-24,male,1850669
2045,25-29,male,2088046
2045,30-34,male,2289578
2045,35-39,male,2337234
2045,40-44,male,2273178
2045,45-49,male,2217148
2045,50-54,male,2132986
2045,55-59,male,1987035
2045,60-64,male,1779193
2045,65-69,male,1559787
2045,70-74,male,1492359
2045,75-79,male,1401928
2045,80-84,male,1114454
2045,85-89,male,662918
2045,90-94,male,289118
2045,95-99,male,85070
2045,0-4,female,1508151
2045,5-9,female,1515653
2045,10-14,female,1520956
2045,15-19,female,1565325
2045,20-24,female,1747643
2045,25-29,female,1987516
2045,30-34,female,2192834
2045,35-39,female,2236203
2045,40-44,female,2195919
2045,45-49,female,2233959
2045,50-54,female,2233015
2045,55-59,female,2143385
2045,60-64,female,1930824
2045,65-69,female,1691255
2045,70-74,female,1656556
2045,75-79,female,1628131
2045,80-84,female,1375829
2045,85-89,female,897722
2045,90-94,female,467059
2045,95-99,female,170069
2045,0-4,persons,3094304
2045,5-9,persons,3111840
2045,10-14,persons,3123250
2045,15-19,persons,3219625
2045,20-24,persons,3598312
2045,25-29,persons,4075562
2045,30-34,persons,4482412
2045,35-39,persons,4573437
2045,40-44,persons,4469097
2045,45-49,persons,4451107
2045,50-54,persons,4366001
2045,55-59,persons,4130420
2045,60-64,persons,3710017
2045,65-69,persons,3251042
2045,70-74,persons,3148915
2045,75-79,persons,3030059
2045,80-84,persons,2490283
2045,85-89,persons,1560640
2045,90-94,persons,756177
2045,95-99,persons,255139
2046,0-4,male,1588255
2046,5-9,male,1602040
2046,10-14,male,1605646
2046,15-19,male,1656539
2046,20-24,male,1841973
2046,25-29,male,2058323
2046,30-34,male,2278313
2046,35-39,male,2359607
2046,40-44,male,2293257
2046,45-49,male,2224065
2046,50-54,male,2137832
2046,55-59,male,2020753
2046,60-64,male,1799137
2046,65-69,male,1594268
2046,70-74,male,1454813
2046,75-79,male,1403111
2046,80-84,male,1132950
2046,85-89,male,688725
2046,90-94,male,296783
2046,95-99,male,84700
2046,0-4,female,1510150
2046,5-9,female,1521222
2046,10-14,female,1524147
2046,15-19,female,1567493
2046,20-24,female,1738496
2046,25-29,female,1959287
2046,30-34,female,2182309
2046,35-39,female,2259313
2046,40-44,female,2201614
2046,45-49,female,2228480
2046,50-54,female,2224435
2046,55-59,female,2172727
2046,60-64,female,1954850
2046,65-69,female,1737519
2046,70-74,female,1611911
2046,75-79,female,1629482
2046,80-84,female,1403292
2046,85-89,female,931543
2046,90-94,female,476354
2046,95-99,female,169927
2046,0-4,persons,3098405
2046,5-9,persons,3123262
2046,10-14,persons,3129793
2046,15-19,persons,3224032
2046,20-24,persons,3580469
2046,25-29,persons,4017610
2046,30-34,persons,4460622
2046,35-39,persons,4618920
2046,40-44,persons,4494871
2046,45-49,persons,4452545
2046,50-54,persons,4362267
2046,55-59,persons,4193480
2046,60-64,persons,3753987
2046,65-69,persons,3331787
2046,70-74,persons,3066724
2046,75-79,persons,3032593
2046,80-84,persons,2536242
2046,85-89,persons,1620268
2046,90-94,persons,773137
2046,95-99,persons,254627
2047,0-4,male,1589112
2047,5-9,male,1607851
2047,10-14,male,1609723
2047,15-19,male,1658382
2047,20-24,male,1830444
2047,25-29,male,2040423
2047,30-34,male,2258633
2047,35-39,male,2377678
2047,40-44,male,2312833
2047,45-49,male,2225096
2047,50-54,male,2152741
2047,55-59,male,2051035
2047,60-64,male,1824759
2047,65-69,male,1632194
2047,70-74,male,1422285
2047,75-79,male,1393512
2047,80-84,male,1146985
2047,85-89,male,715044
2047,90-94,male,307512
2047,95-99,male,83113
2047,0-4,female,1510968
2047,5-9,female,1526750
2047,10-14,female,1528033
2047,15-19,female,1569232
2047,20-24,female,1727047
2047,25-29,female,1941079
2047,30-34,female,2163393
2047,35-39,female,2278609
2047,40-44,female,2212274
2047,45-49,female,2212982
2047,50-54,female,2226097
2047,55-59,female,2193802
2047,60-64,female,1989806
2047,65-69,female,1786060
2047,70-74,female,1575933
2047,75-79,female,1618440
2047,80-84,female,1419913
2047,85-89,female,967824
2047,90-94,female,490732
2047,95-99,female,166822
2047,0-4,persons,3100080
2047,5-9,persons,3134601
2047,10-14,persons,3137756
2047,15-19,persons,3227614
2047,20-24,persons,3557491
2047,25-29,persons,3981502
2047,30-34,persons,4422026
2047,35-39,persons,4656287
2047,40-44,persons,4525107
2047,45-49,persons,4438078
2047,50-54,persons,4378838
2047,55-59,persons,4244837
2047,60-64,persons,3814565
2047,65-69,persons,3418254
2047,70-74,persons,2998218
2047,75-79,persons,3011952
2047,80-84,persons,2566898
2047,85-89,persons,1682868
2047,90-94,persons,798244
2047,95-99,persons,249935
2048,0-4,male,1588469
2048,5-9,male,1613169
2048,10-14,male,1614514
2048,15-19,male,1660273
2048,20-24,male,1834130
2048,25-29,male,2014024
2048,30-34,male,2240318
2048,35-39,male,2376147
2048,40-44,male,2335305
2048,45-49,male,2235978
2048,50-54,male,2170756
2048,55-59,male,2064809
2048,60-64,male,1860668
2048,65-69,male,1666337
2048,70-74,male,1405972
2048,75-79,male,1377460
2048,80-84,male,1154046
2048,85-89,male,739306
2048,90-94,male,320421
2048,95-99,male,83809
2048,0-4,female,1510354
2048,5-9,female,1531811
2048,10-14,female,1532590
2048,15-19,female,1571018
2048,20-24,female,1730827
2048,25-29,female,1914385
2048,30-34,female,2146448
2048,35-39,female,2276681
2048,40-44,female,2235434
2048,45-49,female,2202738
2048,50-54,female,2229107
2048,55-59,female,2196578
2048,60-64,female,2031779
2048,65-69,female,1832173
2048,70-74,female,1559281
2048,75-79,female,1597707
2048,80-84,female,1429180
2048,85-89,female,1002533
2048,90-94,female,507982
2048,95-99,female,167296
2048,0-4,persons,3098823
2048,5-9,persons,3144980
2048,10-14,persons,3147104
2048,15-19,persons,3231291
2048,20-24,persons,3564957
2048,25-29,persons,3928409
2048,30-34,persons,4386766
2048,35-39,persons,4652828
2048,40-44,persons,4570739
2048,45-49,persons,4438716
2048,50-54,persons,4399863
2048,55-59,persons,4261387
2048,60-64,persons,3892447
2048,65-69,persons,3498510
2048,70-74,persons,2965253
2048,75-79,persons,2975167
2048,80-84,persons,2583226
2048,85-89,persons,1741839
2048,90-94,persons,828403
2048,95-99,persons,251105
2049,0-4,male,1586074
2049,5-9,male,1617562
2049,10-14,male,1619826
2049,15-19,male,1662526
2049,20-24,male,1838617
2049,25-29,male,1989499
2049,30-34,male,2227834
2049,35-39,male,2369604
2049,40-44,male,2345424
2049,45-49,male,2251042
2049,50-54,male,2187288
2049,55-59,male,2083734
2049,60-64,male,1896141
2049,65-69,male,1681147
2049,70-74,male,1420939
2049,75-79,male,1351565
2049,80-84,male,1157708
2049,85-89,male,763294
2049,90-94,male,334098
2049,95-99,male,85558
2049,0-4,female,1508068
2049,5-9,female,1535997
2049,10-14,female,1537640
2049,15-19,female,1573153
2049,20-24,female,1735287
2049,25-29,female,1890618
2049,30-34,female,2132798
2049,35-39,female,2271359
2049,40-44,female,2248659
2049,45-49,female,2199579
2049,50-54,female,2227250
2049,55-59,female,2205785
2049,60-64,female,2069701
2049,65-69,female,1854972
2049,70-74,female,1579061
2049,75-79,female,1565869
2049,80-84,female,1433389
2049,85-89,female,1036948
2049,90-94,female,526914
2049,95-99,female,170128
2049,0-4,persons,3094142
2049,5-9,persons,3153559
2049,10-14,persons,3157466
2049,15-19,persons,3235679
2049,20-24,persons,3573904
2049,25-29,persons,3880117
2049,30-34,persons,4360632
2049,35-39,persons,4640963
2049,40-44,persons,4594083
2049,45-49,persons,4450621
2049,50-54,persons,4414538
2049,55-59,persons,4289519
2049,60-64,persons,3965842
2049,65-69,persons,3536119
2049,70-74,persons,3000000
2049,75-79,persons,2917434
2049,80-84,persons,2591097
2049,85-89,persons,1800242
2049,90-94,persons,861012
2049,95-99,persons,255686
2050,0-4,male,1581980
2050,5-9,male,1620867
2050,10-14,male,1625489
2050,15-19,male,1665282
2050,20-24,male,1841716
2050,25-29,male,1971371
2050,30-34,male,2211193
2050,35-39,male,2359387
2050,40-44,male,2359007
2050,45-49,male,2271526
2050,50-54,male,2199658
2050,55-59,male,2093566
2050,60-64,male,1926010
2050,65-69,male,1696068
2050,70-74,male,1451217
2050,75-79,male,1329801
2050,80-84,male,1153715
2050,85-89,male,785162
2050,90-94,male,348999
2050,95-99,male,87545
2050,0-4,female,1504165
2050,5-9,female,1539146
2050,10-14,female,1543031
2050,15-19,female,1575763
2050,20-24,female,1738327
2050,25-29,female,1871906
2050,30-34,female,2116595
2050,35-39,female,2262171
2050,40-44,female,2266375
2050,45-49,female,2202980
2050,50-54,female,2222725
2050,55-59,female,2203232
2050,60-64,female,2100041
2050,65-69,female,1875195
2050,70-74,female,1618024
2050,75-79,female,1538560
2050,80-84,female,1427815
2050,85-89,female,1069197
2050,90-94,female,548184
2050,95-99,female,173020
2050,0-4,persons,3086145
2050,5-9,persons,3160013
2050,10-14,persons,3168520
2050,15-19,persons,3241045
2050,20-24,persons,3580043
2050,25-29,persons,3843277
2050,30-34,persons,4327788
2050,35-39,persons,4621558
2050,40-44,persons,4625382
2050,45-49,persons,4474506
2050,50-54,persons,4422383
2050,55-59,persons,4296798
2050,60-64,persons,4026051
2050,65-69,persons,3571263
2050,70-74,persons,3069241
2050,75-79,persons,2868361
2050,80-84,persons,2581530
2050,85-89,persons,1854359
2050,90-94,persons,897183
2050,95-99,persons,260565
2051,0-4,male,1576280
2051,5-9,male,1622979
2051,10-14,male,1631346
2051,15-19,male,1668637
2051,20-24,male,1843923
2051,25-29,male,1962607
2051,30-34,male,2181620
2051,35-39,male,2348302
2051,40-44,male,2381343
2051,45-49,male,2291614
2051,50-54,male,2206696
2051,55-59,male,2098761
2051,60-64,male,1959259
2051,65-69,male,1715985
2051,70-74,male,1484498
2051,75-79,male,1298181
2051,80-84,male,1157243
2051,85-89,male,800665
2051,90-94,male,364951
2051,95-99,male,90977
2051,0-4,female,1498731
2051,5-9,female,1541158
2051,10-14,female,1548594
2051,15-19,female,1578942
2051,20-24,female,1740437
2051,25-29,female,1862735
2051,30-34,female,2088512
2051,35-39,female,2251770
2051,40-44,female,2289416
2051,45-49,female,2208784
2051,50-54,female,2217460
2051,55-59,female,2195083
2051,60-64,female,2129128
2051,65-69,female,1899118
2051,70-74,female,1663107
2051,75-79,female,1498532
2051,80-84,female,1431211
2051,85-89,female,1092810
2051,90-94,female,571682
2051,95-99,female,178161
2051,0-4,persons,3075011
2051,5-9,persons,3164137
2051,10-14,persons,3179940
2051,15-19,persons,3247579
2051,20-24,persons,3584360
2051,25-29,persons,3825342
2051,30-34,persons,4270132
2051,35-39,persons,4600072
2051,40-44,persons,4670759
2051,45-49,persons,4500398
2051,50-54,persons,4424156
2051,55-59,persons,4293844
2051,60-64,persons,4088387
2051,65-69,persons,3615103
2051,70-74,persons,3147605
2051,75-79,persons,2796713
2051,80-84,persons,2588454
2051,85-89,persons,1893475
2051,90-94,persons,936633
2051,95-99,persons,269138
2052,0-4,male,1569089
2052,5-9,male,1623847
2052,10-14,male,1637157
2052,15-19,male,1672712
2052,20-24,male,1845741
2052,25-29,male,1951063
2052,30-34,male,2163859
2052,35-39,male,2328843
2052,40-44,male,2399401
2052,45-49,male,2311198
2052,50-54,male,2207984
2052,55-59,male,2113860
2052,60-64,male,1989139
2052,65-69,male,1741248
2052,70-74,male,1520714
2052,75-79,male,1270931
2052,80-84,male,1151659
2052,85-89,male,813271
2052,90-94,male,381339
2052,95-99,male,95340
2052,0-4,female,1491877
2052,5-9,female,1541989
2052,10-14,female,1554114
2052,15-19,female,1582823
2052,20-24,female,1742113
2052,25-29,female,1851289
2052,30-34,female,2070460
2052,35-39,female,2233016
2052,40-44,female,2308670
2052,45-49,female,2219517
2052,50-54,female,2202302
2052,55-59,female,2197086
2052,60-64,female,2150104
2052,65-69,female,1933624
2052,70-74,female,1710129
2052,75-79,female,1466443
2052,80-84,female,1423347
2052,85-89,female,1108195
2052,90-94,female,597123
2052,95-99,female,185337
2052,0-4,persons,3060966
2052,5-9,persons,3165836
2052,10-14,persons,3191271
2052,15-19,persons,3255535
2052,20-24,persons,3587854
2052,25-29,persons,3802352
2052,30-34,persons,4234319
2052,35-39,persons,4561859
2052,40-44,persons,4708071
2052,45-49,persons,4530715
2052,50-54,persons,4410286
2052,55-59,persons,4310946
2052,60-64,persons,4139243
2052,65-69,persons,3674872
2052,70-74,persons,3230843
2052,75-79,persons,2737374
2052,80-84,persons,2575006
2052,85-89,persons,1921466
2052,90-94,persons,978462
2052,95-99,persons,280677
2053,0-4,male,1560904
2053,5-9,male,1623225
2053,10-14,male,1642472
2053,15-19,male,1677501
2053,20-24,male,1847611
2053,25-29,male,1954754
2053,30-34,male,2137594
2053,35-39,male,2310742
2053,40-44,male,2397990
2053,45-49,male,2333672
2053,50-54,male,2219009
2053,55-59,male,2131942
2053,60-64,male,2003042
2053,65-69,male,1776352
2053,70-74,male,1553349
2053,75-79,male,1258212
2053,80-84,male,1140392
2053,85-89,male,820873
2053,90-94,male,396791
2053,95-99,male,100563
2053,0-4,female,1484066
2053,5-9,female,1541393
2053,10-14,female,1559171
2053,15-19,female,1587377
2053,20-24,female,1743846
2053,25-29,female,1855087
2053,30-34,female,2043904
2053,35-39,female,2216247
2053,40-44,female,2306807
2053,45-49,female,2242670
2053,50-54,female,2192360
2053,55-59,female,2200355
2053,60-64,female,2153190
2053,65-69,female,1974955
2053,70-74,female,1754786
2053,75-79,female,1452363
2053,80-84,female,1406700
2053,85-89,female,1117898
2053,90-94,female,621639
2053,95-99,female,193795
2053,0-4,persons,3044970
2053,5-9,persons,3164618
2053,10-14,persons,3201643
2053,15-19,persons,3264878
2053,20-24,persons,3591457
2053,25-29,persons,3809841
2053,30-34,persons,4181498
2053,35-39,persons,4526989
2053,40-44,persons,4704797
2053,45-49,persons,4576342
2053,50-54,persons,4411369
2053,55-59,persons,4332297
2053,60-64,persons,4156232
2053,65-69,persons,3751307
2053,70-74,persons,3308135
2053,75-79,persons,2710575
2053,80-84,persons,2547092
2053,85-89,persons,1938771
2053,90-94,persons,1018430
2053,95-99,persons,294358
2054,0-4,male,1552298
2054,5-9,male,1620851
2054,10-14,male,1646870
2054,15-19,male,1682815
2054,20-24,male,1849844
2054,25-29,male,1959268
2054,30-34,male,2113210
2054,35-39,male,2298441
2054,40-44,male,2391620
2054,45-49,male,2343873
2054,50-54,male,2234181
2054,55-59,male,2148585
2054,60-64,male,2021991
2054,65-69,male,1810960
2054,70-74,male,1568190
2054,75-79,male,1273662
2054,80-84,male,1120873
2054,85-89,male,826351
2054,90-94,male,412081
2054,95-99,male,105921
2054,0-4,female,1475863
2054,5-9,female,1539126
2054,10-14,female,1563362
2054,15-19,female,1592425
2054,20-24,female,1745934
2054,25-29,female,1859568
2054,30-34,female,2020275
2054,35-39,female,2202751
2054,40-44,female,2301602
2054,45-49,female,2255918
2054,50-54,female,2189444
2054,55-59,female,2198824
2054,60-64,female,2162619
2054,65-69,female,2012271
2054,70-74,female,1777317
2054,75-79,female,1472371
2054,80-84,female,1380226
2054,85-89,female,1123990
2054,90-94,female,645934
2054,95-99,female,202862
2054,0-4,persons,3028161
2054,5-9,persons,3159977
2054,10-14,persons,3210232
2054,15-19,persons,3275240
2054,20-24,persons,3595778
2054,25-29,persons,3818836
2054,30-34,persons,4133485
2054,35-39,persons,4501192
2054,40-44,persons,4693222
2054,45-49,persons,4599791
2054,50-54,persons,4423625
2054,55-59,persons,4347409
2054,60-64,persons,4184610
2054,65-69,persons,3823231
2054,70-74,persons,3345507
2054,75-79,persons,2746033
2054,80-84,persons,2501099
2054,85-89,persons,1950341
2054,90-94,persons,1058015
2054,95-99,persons,308783
2055,0-4,male,1543590
2055,5-9,male,1616789
2055,10-14,male,1650177
2055,15-19,male,1688481
2055,20-24,male,1852580
2055,25-29,male,1962394
2055,30-34,male,2095214
2055,35-39,male,2282006
2055,40-44,male,2381597
2055,45-49,male,2357507
2055,50-54,male,2254707
2055,55-59,male,2161065
2055,60-64,male,2032122
2055,65-69,male,1840333
2055,70-74,male,1583438
2055,75-79,male,1302887
2055,80-84,male,1104709
2055,85-89,male,826224
2055,90-94,male,426153
2055,95-99,male,111538
2055,0-4,female,1467565
2055,5-9,female,1535247
2055,10-14,female,1566516
2055,15-19,female,1597815
2055,20-24,female,1748500
2055,25-29,female,1862628
2055,30-34,female,2001694
2055,35-39,female,2186716
2055,40-44,female,2292554
2055,45-49,female,2273623
2055,50-54,female,2193040
2055,55-59,female,2194613
2055,60-64,female,2160517
2055,65-69,female,2042293
2055,70-74,female,1797618
2055,75-79,female,1510320
2055,80-84,female,1357710
2055,85-89,female,1122324
2055,90-94,female,668622
2055,95-99,female,212501
2055,0-4,persons,3011155
2055,5-9,persons,3152036
2055,10-14,persons,3216693
2055,15-19,persons,3286296
2055,20-24,persons,3601080
2055,25-29,persons,3825022
2055,30-34,persons,4096908
2055,35-39,persons,4468722
2055,40-44,persons,4674151
2055,45-49,persons,4631130
2055,50-54,persons,4447747
2055,55-59,persons,4355678
2055,60-64,persons,4192639
2055,65-69,persons,3882626
2055,70-74,persons,3381056
2055,75-79,persons,2813207
2055,80-84,persons,2462419
2055,85-89,persons,1948548
2055,90-94,persons,1094775
2055,95-99,persons,324039
2056,0-4,male,1535128
2056,5-9,male,1611124
2056,10-14,male,1652291
2056,15-19,male,1694339
2056,20-24,male,1855917
2056,25-29,male,1964632
2056,30-34,male,2086557
2056,35-39,male,2252718
2056,40-44,male,2370729
2056,45-49,male,2379814
2056,50-54,male,2274801
2056,55-59,male,2168294
2056,60-64,male,2037818
2056,65-69,male,1872947
2056,70-74,male,1603304
2056,75-79,male,1334449
2056,80-84,male,1080874
2056,85-89,male,831895
2056,90-94,male,436765
2056,95-99,male,117705
2056,0-4,female,1459503
2056,5-9,female,1529842
2056,10-14,female,1568539
2056,15-19,female,1603379
2056,20-24,female,1751650
2056,25-29,female,1864757
2056,30-34,female,1992607
2056,35-39,female,2158866
2056,40-44,female,2282309
2056,45-49,female,2296609
2056,50-54,female,2198996
2056,55-59,female,2189668
2056,60-64,female,2152965
2056,65-69,female,2071094
2056,70-74,female,1821444
2056,75-79,female,1553680
2056,80-84,female,1324505
2056,85-89,female,1128198
2056,90-94,female,685818
2056,95-99,female,223299
2056,0-4,persons,2994631
2056,5-9,persons,3140966
2056,10-14,persons,3220830
2056,15-19,persons,3297718
2056,20-24,persons,3607567
2056,25-29,persons,3829389
2056,30-34,persons,4079164
2056,35-39,persons,4411584
2056,40-44,persons,4653038
2056,45-49,persons,4676423
2056,50-54,persons,4473797
2056,55-59,persons,4357962
2056,60-64,persons,4190783
2056,65-69,persons,3944041
2056,70-74,persons,3424748
2056,75-79,persons,2888129
2056,80-84,persons,2405379
2056,85-89,persons,1960093
2056,90-94,persons,1122583
2056,95-99,persons,341004
2057,0-4,male,1527201
2057,5-9,male,1603975
2057,10-14,male,1653167
2057,15-19,male,1700155
2057,20-24,male,1859984
2057,25-29,male,1966478
2057,30-34,male,2075130
2057,35-39,male,2235193
2057,40-44,male,2351536
2057,45-49,male,2397873
2057,50-54,male,2294393
2057,55-59,male,2169964
2057,60-64,male,2053171
2057,65-69,male,1902295
2057,70-74,male,1628089
2057,75-79,male,1368223
