Year,Age,Sex,Population
2057,80-84,male,1060542
2057,85-89,male,830705
2057,90-94,male,446064
2057,95-99,male,124103
2057,0-4,female,1451946
2057,5-9,female,1523020
2057,10-14,female,1569388
2057,15-19,female,1608901
2057,20-24,female,1755513
2057,25-29,female,1866459
2057,30-34,female,1981248
2057,35-39,female,2141022
2057,40-44,female,2263752
2057,45-49,female,2315824
2057,50-54,female,2209834
2057,55-59,female,2174997
2057,60-64,female,2155415
2057,65-69,female,2092005
2057,70-74,female,1855367
2057,75-79,female,1598458
2057,80-84,female,1298143
2057,85-89,female,1124576
2057,90-94,female,698117
2057,95-99,female,235164
2057,0-4,persons,2979147
2057,5-9,persons,3126995
2057,10-14,persons,3222555
2057,15-19,persons,3309056
2057,20-24,persons,3615497
2057,25-29,persons,3832937
2057,30-34,persons,4056378
2057,35-39,persons,4376215
2057,40-44,persons,4615288
2057,45-49,persons,4713697
2057,50-54,persons,4504227
2057,55-59,persons,4344961
2057,60-64,persons,4208586
2057,65-69,persons,3994300
2057,70-74,persons,3483456
2057,75-79,persons,2966681
2057,80-84,persons,2358685
2057,85-89,persons,1955281
2057,90-94,persons,1144181
2057,95-99,persons,359267
2058,0-4,male,1520048
2058,5-9,male,1595828
2058,10-14,male,1652556
2058,15-19,male,1705472
2058,20-24,male,1864777
2058,25-29,male,1968378
2058,30-34,male,2078891
2058,35-39,male,2209165
2058,40-44,male,2333705
2058,45-49,male,2396630
2058,50-54,male,2316876
2058,55-59,male,2181202
2058,60-64,male,2071340
2058,65-69,male,1916397
2058,70-74,male,1662129
2058,75-79,male,1398682
2058,80-84,male,1052448
2058,85-89,male,824957
2058,90-94,male,452582
2058,95-99,male,130254
2058,0-4,female,1445131
2058,5-9,female,1515249
2058,10-14,female,1568806
2058,15-19,female,1613964
2058,20-24,female,1760058
2058,25-29,female,1868214
2058,30-34,female,1985100
2058,35-39,female,2114664
2058,40-44,female,2247181
2058,45-49,female,2314067
2058,50-54,female,2232997
2058,55-59,female,2165479
2058,60-64,female,2159043
2058,65-69,female,2095553
2058,70-74,female,1895869
2058,75-79,female,1640957
2058,80-84,female,1287814
2058,85-89,female,1113612
2058,90-94,female,706927
2058,95-99,female,246631
2058,0-4,persons,2965179
2058,5-9,persons,3111077
2058,10-14,persons,3221362
2058,15-19,persons,3319436
2058,20-24,persons,3624835
2058,25-29,persons,3836592
2058,30-34,persons,4063991
2058,35-39,persons,4323829
2058,40-44,persons,4580886
2058,45-49,persons,4710697
2058,50-54,persons,4549873
2058,55-59,persons,4346681
2058,60-64,persons,4230383
2058,65-69,persons,4011950
2058,70-74,persons,3557998
2058,75-79,persons,3039639
2058,80-84,persons,2340262
2058,85-89,persons,1938569
2058,90-94,persons,1159509
2058,95-99,persons,376885
2059,0-4,male,1513901
2059,5-9,male,1587262
2059,10-14,male,1650206
2059,15-19,male,1709875
2059,20-24,male,1870093
2059,25-29,male,1970643
2059,30-34,male,2083455
2059,35-39,male,2185030
2059,40-44,male,2321633
2059,45-49,male,2390475
2059,50-54,male,2327219
2059,55-59,male,2196545
2059,60-64,male,2088142
2059,65-69,male,1935371
2059,70-74,male,1695597
2059,75-79,male,1413460
2059,80-84,male,1068255
2059,85-89,male,813124
2059,90-94,male,458237
2059,95-99,male,136352
2059,0-4,female,1439271
2059,5-9,female,1507085
2059,10-14,female,1566552
2059,15-19,female,1618163
2059,20-24,female,1765112
2059,25-29,female,1870323
2059,30-34,female,1989604
2059,35-39,female,2091242
2059,40-44,female,2233861
2059,45-49,female,2309011
2059,50-54,female,2246294
2059,55-59,female,2162929
2059,60-64,female,2157963
2059,65-69,female,2105302
2059,70-74,female,1932405
2059,75-79,female,1663048
2059,80-84,female,1308064
2059,85-89,female,1094816
2059,90-94,female,713913
2059,95-99,female,257979
2059,0-4,persons,2953172
2059,5-9,persons,3094347
2059,10-14,persons,3216758
2059,15-19,persons,3328038
2059,20-24,persons,3635205
2059,25-29,persons,3840966
2059,30-34,persons,4073059
2059,35-39,persons,4276272
2059,40-44,persons,4555494
2059,45-49,persons,4699486
2059,50-54,persons,4573513
2059,55-59,persons,4359474
2059,60-64,persons,4246105
2059,65-69,persons,4040673
2059,70-74,persons,3628002
2059,75-79,persons,3076508
2059,80-84,persons,2376319
2059,85-89,persons,1907940
2059,90-94,persons,1172150
2059,95-99,persons,394331
2060,0-4,male,1508854
2060,5-9,male,1578590
2060,10-14,male,1646167
2060,15-19,male,1713189
2060,20-24,male,1875772
2060,25-29,male,1973413
2060,30-34,male,2086630
2060,35-39,male,2167249
2060,40-44,male,2305448
2060,45-49,male,2380707
2060,50-54,male,2340936
2060,55-59,male,2217132
2060,60-64,male,2100806
2060,65-69,male,1945918
2060,70-74,male,1724309
2060,75-79,male,1429064
2060,80-84,male,1095727
2060,85-89,male,803720
2060,90-94,male,460642
2060,95-99,male,142014
2060,0-4,female,1434454
2060,5-9,female,1498825
2060,10-14,female,1562691
2060,15-19,female,1621325
2060,20-24,female,1770517
2060,25-29,female,1872910
2060,30-34,female,1992682
2060,35-39,female,2072838
2060,40-44,female,2218018
2060,45-49,female,2300141
2060,50-54,female,2263994
2060,55-59,female,2166786
2060,60-64,female,2154214
2060,65-69,female,2103826
2060,70-74,female,1962045
2060,75-79,female,1683437
2060,80-84,female,1344381
2060,85-89,female,1079178
2060,90-94,female,715858
2060,95-99,female,268520
2060,0-4,persons,2943308
2060,5-9,persons,3077415
2060,10-14,persons,3208858
2060,15-19,persons,3334514
2060,20-24,persons,3646289
2060,25-29,persons,3846323
2060,30-34,persons,4079312
2060,35-39,persons,4240087
2060,40-44,persons,4523466
2060,45-49,persons,4680848
2060,50-54,persons,4604930
2060,55-59,persons,4383918
2060,60-64,persons,4255020
2060,65-69,persons,4049744
2060,70-74,persons,3686354
2060,75-79,persons,3112501
2060,80-84,persons,2440108
2060,85-89,persons,1882898
2060,90-94,persons,1176500
2060,95-99,persons,410534
