Age Group,Sex,Year,Population
  5-9,Persons,2019,3542.243
 10-14,Persons,2019,3357.876
 15-19,Persons,2019,3089.942
 20-24,Persons,2019,3487.975
 25-29,Persons,2019,3813.069
 30-34,Persons,2019,3818.183
 35-39,Persons,2019,3741.83
 40-44,Persons,2019,3417.24
 45-49,Persons,2019,3720.435
 50-54,Persons,2019,3909.562
 55-59,Persons,2019,3674.32
 60-64,Persons,2019,3116.461
 65-69,Persons,2019,2800.495
 70-74,Persons,2019,2780.907
 75-79,Persons,2019,1941.891
 80-84,Persons,2019,1440.617
 85-89,Persons,2019,879.076
 90-94,Persons,2019,391.092
 95-99,Persons,2019,110.321
 100 & over,Persons,2019,11.196
  0-4,Male,2020,1667.562
  5-9,Male,2020,1816.234
 10-14,Male,2020,1763.32
 15-19,Male,2020,1598.382
 20-24,Male,2020,1781.677
 25-29,Male,2020,1928.025
 30-34,Male,2020,1925.181
 35-39,Male,2020,1863.185
 40-44,Male,2020,1732.546
 45-49,Male,2020,1807.171
 50-54,Male,2020,1913.135
 55-59,Male,2020,1854.653
 60-64,Male,2020,1572.576
 65-69,Male,2020,1352.02
 70-74,Male,2020,1346.974
 75-79,Male,2020,938.656
 80-84,Male,2020,645.368
 85-89,Male,2020,360.404
 90-94,Male,2020,139.041
 95-99,Male,2020,29.665
 100 & over,Male,2020,2.46
  0-4,Female,2020,1586.496
  5-9,Female,2020,1728.98
 10-14,Female,2020,1677.733
 15-19,Female,2020,1514.822
 20-24,Female,2020,1677.942
 25-29,Female,2020,1854.999
 30-34,Female,2020,1914.275
 35-39,Female,2020,1890.787
 40-44,Female,2020,1752.209
 45-49,Female,2020,1840.203
 50-54,Female,2020,1966.127
 55-59,Female,2020,1912.329
 60-64,Female,2020,1632.588
 65-69,Female,2020,1440.467
 70-74,Female,2020,1472.601
 75-79,Female,2020,1078.607
 80-84,Female,2020,813.689
 85-89,Female,2020,532.672
 90-94,Female,2020,261.609
 95-99,Female,2020,80.264
 100 & over,Female,2020,10.836
  0-4,Persons,2020,3254.058
  5-9,Persons,2020,3545.214
 10-14,Persons,2020,3441.053
 15-19,Persons,2020,3113.204
 20-24,Persons,2020,3459.619
 25-29,Persons,2020,3783.024
 30-34,Persons,2020,3839.456
 35-39,Persons,2020,3753.972
 40-44,Persons,2020,3484.755
 45-49,Persons,2020,3647.374
 50-54,Persons,2020,3879.262
 55-59,Persons,2020,3766.982
 60-64,Persons,2020,3205.164
 65-69,Persons,2020,2792.487
 70-74,Persons,2020,2819.575
 75-79,Persons,2020,2017.263
 80-84,Persons,2020,1459.057
 85-89,Persons,2020,893.076
 90-94,Persons,2020,400.65
 95-99,Persons,2020,109.929
 100 & over,Persons,2020,13.296
  0-4,Male,2021,1639.172
  5-9,Male,2021,1812.523
 10-14,Male,2021,1797.691
 15-19,Male,2021,1632.527
 20-24,Male,2021,1755.833
 25-29,Male,2021,1910.227
 30-34,Male,2021,1947.55
 35-39,Male,2021,1871.133
 40-44,Male,2021,1769.745
 45-49,Male,2021,1757.224
 50-54,Male,2021,1909.296
 55-59,Male,2021,1881.813
 60-64,Male,2021,1619.301
 65-69,Male,2021,1366.273
 70-74,Male,2021,1351.884
 75-79,Male,2021,988.451
 80-84,Male,2021,643.882
 85-89,Male,2021,370.539
 90-94,Male,2021,144.45
 95-99,Male,2021,31.007
 100 & over,Male,2021,2.832
  0-4,Female,2021,1560.569
  5-9,Female,2021,1724.499
 10-14,Female,2021,1710.446
 15-19,Female,2021,1545.19
 20-24,Female,2021,1656.408
 25-29,Female,2021,1828.651
 30-34,Female,2021,1925.723
 35-39,Female,2021,1895.44
 40-44,Female,2021,1793.295
 45-49,Female,2021,1785.697
 50-54,Female,2021,1962.016
 55-59,Female,2021,1945.751
 60-64,Female,2021,1682.843
 65-69,Female,2021,1452.56
 70-74,Female,2021,1480.919
 75-79,Female,2021,1130.788
 80-84,Female,2021,809.32
 85-89,Female,2021,539.033
 90-94,Female,2021,265.974
 95-99,Female,2021,79.435
 100 & over,Female,2021,11.66
  0-4,Persons,2021,3199.741
  5-9,Persons,2021,3537.022
 10-14,Persons,2021,3508.137
 15-19,Persons,2021,3177.717
 20-24,Persons,2021,3412.241
 25-29,Persons,2021,3738.878
 30-34,Persons,2021,3873.273
 35-39,Persons,2021,3766.573
 40-44,Persons,2021,3563.04
 45-49,Persons,2021,3542.921
 50-54,Persons,2021,3871.312
 55-59,Persons,2021,3827.564
 60-64,Persons,2021,3302.144
 65-69,Persons,2021,2818.833
 70-74,Persons,2021,2832.803
 75-79,Persons,2021,2119.239
 80-84,Persons,2021,1453.202
 85-89,Persons,2021,909.572
 90-94,Persons,2021,410.424
 95-99,Persons,2021,110.442
 100 & over,Persons,2021,14.492
  0-4,Male,2022,1616.586
  5-9,Male,2022,1791.472
 10-14,Male,2022,1831.728
 15-19,Male,2022,1681.017
 20-24,Male,2022,1724.069
 25-29,Male,2022,1900.797
 30-34,Male,2022,1966.797
 35-39,Male,2022,1874.984
 40-44,Male,2022,1807.515
 45-49,Male,2022,1711.903
 50-54,Male,2022,1894.173
 55-59,Male,2022,1899.352
 60-64,Male,2022,1668.149
 65-69,Male,2022,1392.992
 70-74,Male,2022,1288.895
 75-79,Male,2022,1087.002
 80-84,Male,2022,653.437
 85-89,Male,2022,382.231
 90-94,Male,2022,149.531
 95-99,Male,2022,32.41
 100 & over,Male,2022,3.064
  0-4,Female,2022,1539.989
  5-9,Female,2022,1703.291
 10-14,Female,2022,1744.902
 15-19,Female,2022,1590.329
 20-24,Female,2022,1624.869
 25-29,Female,2022,1806.336
 30-34,Female,2022,1931.856
 35-39,Female,2022,1901.747
 40-44,Female,2022,1840.111
 45-49,Female,2022,1738.246
 50-54,Female,2022,1945.983
 55-59,Female,2022,1963.994
 60-64,Female,2022,1734.885
 65-69,Female,2022,1478.659
 70-74,Female,2022,1415.794
 75-79,Female,2022,1236.155
 80-84,Female,2022,817.933
 85-89,Female,2022,548.588
 90-94,Female,2022,269.517
 95-99,Female,2022,78.878
 100 & over,Female,2022,11.939
  0-4,Persons,2022,3156.575
  5-9,Persons,2022,3494.763
 10-14,Persons,2022,3576.63
 15-19,Persons,2022,3271.346
 20-24,Persons,2022,3348.938
 25-29,Persons,2022,3707.133
 30-34,Persons,2022,3898.653
 35-39,Persons,2022,3776.731
 40-44,Persons,2022,3647.626
 45-49,Persons,2022,3450.149
 50-54,Persons,2022,3840.156
 55-59,Persons,2022,3863.346
 60-64,Persons,2022,3403.034
 65-69,Persons,2022,2871.651
 70-74,Persons,2022,2704.689
 75-79,Persons,2022,2323.157
 80-84,Persons,2022,1471.37
 85-89,Persons,2022,930.819
 90-94,Persons,2022,419.048
 95-99,Persons,2022,111.288
 100 & over,Persons,2022,15.003
  0-4,Male,2023,1601.888
  5-9,Male,2023,1769.504
 10-14,Male,2023,1844.843
 15-19,Male,2023,1734.211
 20-24,Male,2023,1705.836
 25-29,Male,2023,1888.732
 30-34,Male,2023,1965.64
 35-39,Male,2023,1891.327
 40-44,Male,2023,1840.546
 45-49,Male,2023,1686.963
 50-54,Male,2023,1871.162
 55-59,Male,2023,1902.985
 60-64,Male,2023,1712.477
 65-69,Male,2023,1423.44
 70-74,Male,2023,1260.928
 75-79,Male,2023,1139.394
 80-84,Male,2023,676.516
 85-89,Male,2023,396.295
 90-94,Male,2023,153.799
 95-99,Male,2023,33.591
 100 & over,Male,2023,3.229
  0-4,Female,2023,1527.314
  5-9,Female,2023,1682.447
 10-14,Female,2023,1756.562
 15-19,Female,2023,1641.377
 20-24,Female,2023,1606.048
 25-29,Female,2023,1789.037
 30-34,Female,2023,1917.667
 35-39,Female,2023,1913.961
 40-44,Female,2023,1881.596
 45-49,Female,2023,1711.031
 50-54,Female,2023,1919.211
 55-59,Female,2023,1969.119
 60-64,Female,2023,1784.538
 65-69,Female,2023,1510.378
 70-74,Female,2023,1383.793
 75-79,Female,2023,1294.007
 80-84,Female,2023,841.955
 85-89,Female,2023,562.084
 90-94,Female,2023,271.487
 95-99,Female,2023,78.607
 100 & over,Female,2023,11.996
  0-4,Persons,2023,3129.202
  5-9,Persons,2023,3451.951
 10-14,Persons,2023,3601.405
 15-19,Persons,2023,3375.588
 20-24,Persons,2023,3311.884
 25-29,Persons,2023,3677.769
 30-34,Persons,2023,3883.307
 35-39,Persons,2023,3805.288
 40-44,Persons,2023,3722.142
 45-49,Persons,2023,3397.994
 50-54,Persons,2023,3790.373
 55-59,Persons,2023,3872.104
 60-64,Persons,2023,3497.015
 65-69,Persons,2023,2933.818
 70-74,Persons,2023,2644.721
 75-79,Persons,2023,2433.401
 80-84,Persons,2023,1518.471
 85-89,Persons,2023,958.379
 90-94,Persons,2023,425.286
 95-99,Persons,2023,112.198
 100 & over,Persons,2023,15.225
  0-4,Male,2024,1598.494
  5-9,Male,2024,1742.118
 10-14,Male,2024,1853.059
 15-19,Male,2024,1775.111
 20-24,Male,2024,1698.012
 25-29,Male,2024,1871.775
 30-34,Male,2024,1966.896
 35-39,Male,2024,1908.246
 40-44,Male,2024,1848.824
 45-49,Male,2024,1699.526
 50-54,Male,2024,1833.186
 55-59,Male,2024,1899.139
 60-64,Male,2024,1758.775
 65-69,Male,2024,1457.716
 70-74,Male,2024,1250.93
 75-79,Male,2024,1162.41
 80-84,Male,2024,709.937
 85-89,Male,2024,408.958
 90-94,Male,2024,158.304
 95-99,Male,2024,34.771
 100 & over,Male,2024,3.382
  0-4,Female,2024,1523.999
  5-9,Female,2024,1657.25
 10-14,Female,2024,1763.524
 15-19,Female,2024,1680.429
 20-24,Female,2024,1598.002
 25-29,Female,2024,1770.86
 30-34,Female,2024,1906.839
 35-39,Female,2024,1923.464
 40-44,Female,2024,1894.738
 45-49,Female,2024,1722.865
 50-54,Female,2024,1877.751
 55-59,Female,2024,1966.311
 60-64,Female,2024,1835.864
 65-69,Female,2024,1544.809
 70-74,Female,2024,1373.942
 75-79,Female,2024,1321.025
 80-84,Female,2024,876.092
 85-89,Female,2024,575.092
 90-94,Female,2024,273.222
 95-99,Female,2024,79.297
 100 & over,Female,2024,11.946
  0-4,Persons,2024,3122.493
  5-9,Persons,2024,3399.368
 10-14,Persons,2024,3616.583
 15-19,Persons,2024,3455.54
 20-24,Persons,2024,3296.014
 25-29,Persons,2024,3642.635
 30-34,Persons,2024,3873.735
 35-39,Persons,2024,3831.71
 40-44,Persons,2024,3743.562
 45-49,Persons,2024,3422.391
 50-54,Persons,2024,3710.937
 55-59,Persons,2024,3865.45
 60-64,Persons,2024,3594.639
 65-69,Persons,2024,3002.525
 70-74,Persons,2024,2624.872
 75-79,Persons,2024,2483.435
 80-84,Persons,2024,1586.029
 85-89,Persons,2024,984.05
 90-94,Persons,2024,431.526
 95-99,Persons,2024,114.068
 100 & over,Persons,2024,15.328
  0-4,Male,2025,1593.288
  5-9,Male,2025,1716.525
 10-14,Male,2025,1853.741
 15-19,Male,2025,1815.589
 20-24,Male,2025,1704.488
 25-29,Male,2025,1853.578
 30-34,Male,2025,1950.422
 35-39,Male,2025,1922.34
 40-44,Male,2025,1854.833
 45-49,Male,2025,1730.311
 50-54,Male,2025,1798.135
 55-59,Male,2025,1884.553
 60-64,Male,2025,1800.791
 65-69,Male,2025,1499.187
 70-74,Male,2025,1249.553
 75-79,Male,2025,1177.11
 80-84,Male,2025,741.587
 85-89,Male,2025,416.743
 90-94,Male,2025,164.248
 95-99,Male,2025,36.404
 100 & over,Male,2025,3.545
  0-4,Female,2025,1518.989
  5-9,Female,2025,1634.324
 10-14,Female,2025,1762.498
 15-19,Female,2025,1719.267
 20-24,Female,2025,1605.43
 25-29,Female,2025,1750.059
 30-34,Female,2025,1886.473
 35-39,Female,2025,1926.456
 40-44,Female,2025,1897.972
 45-49,Female,2025,1757.034
 50-54,Female,2025,1839.264
 55-59,Female,2025,1950.637
 60-64,Female,2025,1883.888
 65-69,Female,2025,1588.639
 70-74,Female,2025,1369.268
 75-79,Female,2025,1341.16
 80-84,Female,2025,909.586
 85-89,Female,2025,582.35
 90-94,Female,2025,277.125
 95-99,Female,2025,81.001
 100 & over,Female,2025,11.844
  0-4,Persons,2025,3112.277
  5-9,Persons,2025,3350.849
 10-14,Persons,2025,3616.239
 15-19,Persons,2025,3534.856
 20-24,Persons,2025,3309.918
 25-29,Persons,2025,3603.637
 30-34,Persons,2025,3836.895
 35-39,Persons,2025,3848.796
 40-44,Persons,2025,3752.805
 45-49,Persons,2025,3487.345
 50-54,Persons,2025,3637.399
 55-59,Persons,2025,3835.19
 60-64,Persons,2025,3684.679
 65-69,Persons,2025,3087.826
 70-74,Persons,2025,2618.821
 75-79,Persons,2025,2518.27
 80-84,Persons,2025,1651.173
 85-89,Persons,2025,999.093
 90-94,Persons,2025,441.373
 95-99,Persons,2025,117.405
 100 & over,Persons,2025,15.389
  0-4,Male,2026,1589.749
  5-9,Male,2026,1686.725
 10-14,Male,2026,1848.987
 15-19,Male,2026,1848.64
 20-24,Male,2026,1735.084
 25-29,Male,2026,1823.509
 30-34,Male,2026,1930.031
 35-39,Male,2026,1943.218
 40-44,Male,2026,1861.854
 45-49,Male,2026,1766.366
 50-54,Male,2026,1748.467
 55-59,Male,2026,1880.817
 60-64,Male,2026,1827.318
 65-69,Male,2026,1544.104
 70-74,Male,2026,1263.621
 75-79,Male,2026,1181.462
 80-84,Male,2026,781.906
 85-89,Male,2026,416.545
 90-94,Male,2026,170.345
 95-99,Male,2026,38.189
 100 & over,Male,2026,3.742
  0-4,Female,2026,1515.575
  5-9,Female,2026,1607.018
 10-14,Female,2026,1757.066
 15-19,Female,2026,1750.871
 20-24,Female,2026,1632.596
 25-29,Female,2026,1724.532
 30-34,Female,2026,1857.826
 35-39,Female,2026,1936.548
 40-44,Female,2026,1901.717
 45-49,Female,2026,1797.242
 50-54,Female,2026,1784.904
 55-59,Female,2026,1946.484
 60-64,Female,2026,1916.501
 65-69,Female,2026,1637.368
 70-74,Female,2026,1381.272
 75-79,Female,2026,1348.378
 80-84,Female,2026,953.965
 85-89,Female,2026,579.818
 90-94,Female,2026,282.447
 95-99,Female,2026,82.673
 100 & over,Female,2026,11.764
  0-4,Persons,2026,3105.324
  5-9,Persons,2026,3293.743
 10-14,Persons,2026,3606.053
 15-19,Persons,2026,3599.511
 20-24,Persons,2026,3367.68
 25-29,Persons,2026,3548.041
 30-34,Persons,2026,3787.857
 35-39,Persons,2026,3879.766
 40-44,Persons,2026,3763.571
 45-49,Persons,2026,3563.608
 50-54,Persons,2026,3533.371
 55-59,Persons,2026,3827.301
 60-64,Persons,2026,3743.819
 65-69,Persons,2026,3181.472
 70-74,Persons,2026,2644.893
 75-79,Persons,2026,2529.84
 80-84,Persons,2026,1735.871
 85-89,Persons,2026,996.363
 90-94,Persons,2026,452.792
 95-99,Persons,2026,120.862
 100 & over,Persons,2026,15.506
  0-4,Male,2027,1588.201
  5-9,Male,2027,1663.039
 10-14,Male,2027,1827.173
 15-19,Male,2027,1881.75
 20-24,Male,2027,1781.076
 25-29,Male,2027,1788.44
 30-34,Male,2027,1918.577
 35-39,Male,2027,1961.26
 40-44,Male,2027,1865.017
 45-49,Male,2027,1803.15
 50-54,Male,2027,1703.541
 55-59,Male,2027,1866.127
 60-64,Male,2027,1844.703
 65-69,Male,2027,1591.215
 70-74,Male,2027,1289.208
 75-79,Male,2027,1129.081
 80-84,Male,2027,863.411
 85-89,Male,2027,424.779
 90-94,Male,2027,177.127
 95-99,Male,2027,39.882
 100 & over,Male,2027,3.934
  0-4,Female,2027,1514.064
  5-9,Female,2027,1585.348
 10-14,Female,2027,1735.159
 15-19,Female,2027,1784.537
 20-24,Female,2027,1675.505
 25-29,Female,2027,1689.821
 30-34,Female,2027,1833.721
 35-39,Female,2027,1941.621
 40-44,Female,2027,1907.32
 45-49,Female,2027,1843.277
 50-54,Female,2027,1737.669
 55-59,Female,2027,1930.646
 60-64,Female,2027,1934.413
 65-69,Female,2027,1687.977
 70-74,Female,2027,1406.597
 75-79,Female,2027,1290.976
 80-84,Female,2027,1045.55
 85-89,Female,2027,587.841
 90-94,Female,2027,289.311
 95-99,Female,2027,84.006
 100 & over,Female,2027,11.673
  0-4,Persons,2027,3102.265
  5-9,Persons,2027,3248.387
 10-14,Persons,2027,3562.332
 15-19,Persons,2027,3666.287
 20-24,Persons,2027,3456.581
 25-29,Persons,2027,3478.261
 30-34,Persons,2027,3752.298
 35-39,Persons,2027,3902.881
 40-44,Persons,2027,3772.337
 45-49,Persons,2027,3646.427
 50-54,Persons,2027,3441.21
 55-59,Persons,2027,3796.773
 60-64,Persons,2027,3779.116
 65-69,Persons,2027,3279.192
 70-74,Persons,2027,2695.805
 75-79,Persons,2027,2420.057
 80-84,Persons,2027,1908.961
 85-89,Persons,2027,1012.62
 90-94,Persons,2027,466.438
 95-99,Persons,2027,123.888
 100 & over,Persons,2027,15.607
  0-4,Male,2028,1587.814
  5-9,Male,2028,1647.574
 10-14,Male,2028,1804.697
 15-19,Male,2028,1894.287
 20-24,Male,2028,1832.761
 25-29,Male,2028,1767.891
 30-34,Male,2028,1905.119
 35-39,Male,2028,1959.332
 40-44,Male,2028,1880.832
 45-49,Male,2028,1835.45
 50-54,Male,2028,1678.887
 55-59,Male,2028,1843.763
 60-64,Male,2028,1848.705
 65-69,Male,2028,1634.175
 70-74,Male,2028,1318.496
 75-79,Male,2028,1106.958
 80-84,Male,2028,907.046
 85-89,Male,2028,443.056
 90-94,Male,2028,184.827
 95-99,Male,2028,41.288
 100 & over,Male,2028,4.09
  0-4,Female,2028,1513.669
  5-9,Female,2028,1571.915
 10-14,Female,2028,1713.855
 15-19,Female,2028,1795.697
 20-24,Female,2028,1725.213
 25-29,Female,2028,1668.765
 30-34,Female,2028,1815.168
 35-39,Female,2028,1926.757
 40-44,Female,2028,1919.026
 45-49,Female,2028,1884.178
 50-54,Female,2028,1710.634
 55-59,Female,2028,1904.314
 60-64,Female,2028,1939.62
 65-69,Female,2028,1736.416
 70-74,Female,2028,1437.424
 75-79,Female,2028,1263.522
 80-84,Female,2028,1095.912
 85-89,Female,2028,608.17
 90-94,Female,2028,297.918
 95-99,Female,2028,84.8
 100 & over,Female,2028,11.63
  0-4,Persons,2028,3101.483
  5-9,Persons,2028,3219.489
 10-14,Persons,2028,3518.552
 15-19,Persons,2028,3689.984
 20-24,Persons,2028,3557.974
 25-29,Persons,2028,3436.656
 30-34,Persons,2028,3720.287
 35-39,Persons,2028,3886.089
 40-44,Persons,2028,3799.858
 45-49,Persons,2028,3719.628
 50-54,Persons,2028,3389.521
 55-59,Persons,2028,3748.077
 60-64,Persons,2028,3788.325
 65-69,Persons,2028,3370.591
 70-74,Persons,2028,2755.92
 75-79,Persons,2028,2370.48
 80-84,Persons,2028,2002.958
 85-89,Persons,2028,1051.226
 90-94,Persons,2028,482.745
 95-99,Persons,2028,126.088
 100 & over,Persons,2028,15.72
  0-4,Male,2029,1587.881
  5-9,Male,2029,1643.803
 10-14,Male,2029,1777.079
 15-19,Male,2029,1902.252
 20-24,Male,2029,1873.016
 25-29,Male,2029,1758.918
 30-34,Male,2029,1887.508
 35-39,Male,2029,1960.255
 40-44,Male,2029,1897.467
 45-49,Male,2029,1843.515
 50-54,Male,2029,1691.405
 55-59,Male,2029,1806.865
 60-64,Male,2029,1845.633
 65-69,Male,2029,1679.098
 70-74,Male,2029,1351.39
 75-79,Male,2029,1100.221
 80-84,Male,2029,926.704
 85-89,Male,2029,468.398
 90-94,Male,2029,191.635
 95-99,Male,2029,42.815
 100 & over,Male,2029,4.258
  0-4,Female,2029,1513.707
  5-9,Female,2029,1568.234
 10-14,Female,2029,1688.445
 15-19,Female,2029,1802.43
 20-24,Female,2029,1763.691
 25-29,Female,2029,1659.593
 30-34,Female,2029,1796.383
 35-39,Female,2029,1915.634
 40-44,Female,2029,1928.278
 45-49,Female,2029,1897.129
 50-54,Female,2029,1722.453
 55-59,Female,2029,1863.627
 60-64,Female,2029,1937.236
 65-69,Female,2029,1786.578
 70-74,Female,2029,1470.916
 75-79,Female,2029,1256.06
 80-84,Female,2029,1119.521
 85-89,Female,2029,636.026
 90-94,Female,2029,305.907
 95-99,Female,2029,85.767
 100 & over,Female,2029,11.765
  0-4,Persons,2029,3101.588
  5-9,Persons,2029,3212.037
 10-14,Persons,2029,3465.524
 15-19,Persons,2029,3704.682
 20-24,Persons,2029,3636.707
 25-29,Persons,2029,3418.511
 30-34,Persons,2029,3683.891
 35-39,Persons,2029,3875.889
 40-44,Persons,2029,3825.745
 45-49,Persons,2029,3740.644
 50-54,Persons,2029,3413.858
 55-59,Persons,2029,3670.492
 60-64,Persons,2029,3782.869
 65-69,Persons,2029,3465.676
 70-74,Persons,2029,2822.306
 75-79,Persons,2029,2356.281
 80-84,Persons,2029,2046.225
 85-89,Persons,2029,1104.424
 90-94,Persons,2029,497.542
 95-99,Persons,2029,128.582
 100 & over,Persons,2029,16.023
  0-4,Male,2030,1588.833
  5-9,Male,2030,1638.631
 10-14,Male,2030,1751.531
 15-19,Male,2030,1902.957
 20-24,Male,2030,1913.53
 25-29,Male,2030,1765.414
 30-34,Male,2030,1869.434
 35-39,Male,2030,1943.967
 40-44,Male,2030,1911.572
 45-49,Male,2030,1849.61
 50-54,Male,2030,1722.058
 55-59,Male,2030,1772.952
 60-64,Male,2030,1832.239
 65-69,Male,2030,1719.997
 70-74,Male,2030,1390.918
 75-79,Male,2030,1100.766
 80-84,Male,2030,938.751
 85-89,Male,2030,491.537
 90-94,Male,2030,196.097
 95-99,Male,2030,44.926
 100 & over,Male,2030,4.507
  0-4,Female,2030,1514.593
  5-9,Female,2030,1563.242
 10-14,Female,2030,1665.558
 15-19,Female,2030,1801.429
 20-24,Female,2030,1802.547
 25-29,Female,2030,1667.02
 30-34,Female,2030,1775.645
 35-39,Female,2030,1895.377
 40-44,Female,2030,1931.311
 45-49,Female,2030,1900.444
 50-54,Female,2030,1756.56
 55-59,Female,2030,1825.972
 60-64,Female,2030,1922.365
 65-69,Female,2030,1833.638
 70-74,Female,2030,1513.296
 75-79,Female,2030,1253.172
 80-84,Female,2030,1136.479
 85-89,Female,2030,662.321
 90-94,Female,2030,310.693
 95-99,Female,2030,87.829
 100 & over,Female,2030,12.08
  0-4,Persons,2030,3103.426
  5-9,Persons,2030,3201.873
 10-14,Persons,2030,3417.089
 15-19,Persons,2030,3704.386
 20-24,Persons,2030,3716.077
 25-29,Persons,2030,3432.434
 30-34,Persons,2030,3645.079
 35-39,Persons,2030,3839.344
 40-44,Persons,2030,3842.883
 45-49,Persons,2030,3750.054
 50-54,Persons,2030,3478.618
 55-59,Persons,2030,3598.924
 60-64,Persons,2030,3754.604
 65-69,Persons,2030,3553.635
 70-74,Persons,2030,2904.214
 75-79,Persons,2030,2353.938
 80-84,Persons,2030,2075.23
 85-89,Persons,2030,1153.858
 90-94,Persons,2030,506.79
 95-99,Persons,2030,132.755
 100 & over,Persons,2030,16.587
  0-4,Male,2031,1591.026
  5-9,Male,2031,1635.117
 10-14,Male,2031,1721.776
 15-19,Male,2031,1898.223
 20-24,Male,2031,1946.614
 25-29,Male,2031,1796.049
 30-34,Male,2031,1839.508
 35-39,Male,2031,1923.801
 40-44,Male,2031,1932.424
 45-49,Male,2031,1856.715
 50-54,Male,2031,1757.867
 55-59,Male,2031,1724.759
 60-64,Male,2031,1829.417
 65-69,Male,2031,1746.181
 70-74,Male,2031,1433.822
 75-79,Male,2031,1114.877
 80-84,Male,2031,942.168
 85-89,Male,2031,519.164
 90-94,Male,2031,196.383
 95-99,Male,2031,47.09
 100 & over,Male,2031,4.783
  0-4,Female,2031,1516.665
  5-9,Female,2031,1559.844
 10-14,Female,2031,1638.285
 15-19,Female,2031,1796.015
 20-24,Female,2031,1834.175
 25-29,Female,2031,1694.241
 30-34,Female,2031,1750.177
 35-39,Female,2031,1866.894
 40-44,Female,2031,1941.413
 45-49,Female,2031,1904.273
 50-54,Female,2031,1796.606
 55-59,Female,2031,1772.707
 60-64,Female,2031,1918.829
 65-69,Female,2031,1865.79
 70-74,Female,2031,1560.426
 75-79,Female,2031,1265.463
 80-84,Female,2031,1142.046
 85-89,Female,2031,695.054
 90-94,Female,2031,309.677
 95-99,Female,2031,90.383
 100 & over,Female,2031,12.375
  0-4,Persons,2031,3107.691
  5-9,Persons,2031,3194.961
 10-14,Persons,2031,3360.061
