Age Group,Sex,Year,Population
 15-19,Persons,2031,3694.238
 20-24,Persons,2031,3780.789
 25-29,Persons,2031,3490.29
 30-34,Persons,2031,3589.685
 35-39,Persons,2031,3790.695
 40-44,Persons,2031,3873.837
 45-49,Persons,2031,3760.988
 50-54,Persons,2031,3554.473
 55-59,Persons,2031,3497.466
 60-64,Persons,2031,3748.246
 65-69,Persons,2031,3611.971
 70-74,Persons,2031,2994.248
 75-79,Persons,2031,2380.34
 80-84,Persons,2031,2084.214
 85-89,Persons,2031,1214.218
 90-94,Persons,2031,506.06
 95-99,Persons,2031,137.473
 100 & over,Persons,2031,17.158
  0-4,Male,2032,1594.852
  5-9,Male,2032,1633.584
 10-14,Male,2032,1698.127
 15-19,Male,2032,1876.468
 20-24,Male,2032,1979.723
 25-29,Male,2032,1842.105
 30-34,Male,2032,1804.592
 35-39,Male,2032,1912.539
 40-44,Male,2032,1950.416
 45-49,Male,2032,1859.975
 50-54,Male,2032,1794.346
 55-59,Male,2032,1681.218
 60-64,Male,2032,1815.928
 65-69,Male,2032,1763.73
 70-74,Male,2032,1478.864
 75-79,Male,2032,1139.082
 80-84,Male,2032,903.844
 85-89,Male,2032,577.552
 90-94,Male,2032,201.786
 95-99,Male,2032,49.43
 100 & over,Male,2032,5.042
  0-4,Female,2032,1520.291
  5-9,Female,2032,1558.352
 10-14,Female,2032,1616.645
 15-19,Female,2032,1774.169
 20-24,Female,2032,1867.852
 25-29,Female,2032,1737.241
 30-34,Female,2032,1715.547
 35-39,Female,2032,1842.961
 40-44,Female,2032,1946.509
 45-49,Female,2032,1909.954
 50-54,Female,2032,1842.377
 55-59,Female,2032,1726.461
 60-64,Female,2032,1903.782
 65-69,Female,2032,1883.739
 70-74,Female,2032,1609.441
 75-79,Female,2032,1289.942
 80-84,Female,2032,1096.301
 85-89,Female,2032,765.789
 90-94,Female,2032,315.719
 95-99,Female,2032,93.351
 100 & over,Female,2032,12.599
  0-4,Persons,2032,3115.143
  5-9,Persons,2032,3191.936
 10-14,Persons,2032,3314.772
 15-19,Persons,2032,3650.637
 20-24,Persons,2032,3847.575
 25-29,Persons,2032,3579.346
 30-34,Persons,2032,3520.139
 35-39,Persons,2032,3755.5
 40-44,Persons,2032,3896.925
 45-49,Persons,2032,3769.929
 50-54,Persons,2032,3636.723
 55-59,Persons,2032,3407.679
 60-64,Persons,2032,3719.71
 65-69,Persons,2032,3647.469
 70-74,Persons,2032,3088.305
 75-79,Persons,2032,2429.024
 80-84,Persons,2032,2000.145
 85-89,Persons,2032,1343.341
 90-94,Persons,2032,517.505
 95-99,Persons,2032,142.781
 100 & over,Persons,2032,17.641
  0-4,Male,2033,1600.626
  5-9,Male,2033,1633.221
 10-14,Male,2033,1682.681
 15-19,Male,2033,1854.049
 20-24,Male,2033,1992.301
 25-29,Male,2033,1893.867
 30-34,Male,2033,1784.163
 35-39,Male,2033,1899.257
 40-44,Male,2033,1948.597
 45-49,Male,2033,1875.783
 50-54,Male,2033,1826.387
 55-59,Male,2033,1657.55
 60-64,Male,2033,1794.891
 65-69,Male,2033,1768.495
 70-74,Male,2033,1520.127
 75-79,Male,2033,1166.849
 80-84,Male,2033,889.344
 85-89,Male,2033,608.709
 90-94,Male,2033,212.954
 95-99,Male,2033,51.976
 100 & over,Male,2033,5.251
  0-4,Female,2033,1525.778
  5-9,Female,2033,1557.975
 10-14,Female,2033,1603.231
 15-19,Female,2033,1752.911
 20-24,Female,2033,1879.064
 25-29,Female,2033,1787.056
 30-34,Female,2033,1694.557
 35-39,Female,2033,1824.547
 40-44,Female,2033,1931.758
 45-49,Female,2033,1921.698
 50-54,Female,2033,1883.036
 55-59,Female,2033,1700.137
 60-64,Female,2033,1878.415
 65-69,Female,2033,1889.4
 70-74,Female,2033,1656.456
 75-79,Female,2033,1319.636
 80-84,Female,2033,1075.692
 85-89,Female,2033,804.471
 90-94,Female,2033,329.619
 95-99,Female,2033,96.749
 100 & over,Female,2033,12.741
  0-4,Persons,2033,3126.404
  5-9,Persons,2033,3191.196
 10-14,Persons,2033,3285.912
 15-19,Persons,2033,3606.96
 20-24,Persons,2033,3871.365
 25-29,Persons,2033,3680.923
 30-34,Persons,2033,3478.72
 35-39,Persons,2033,3723.804
 40-44,Persons,2033,3880.355
 45-49,Persons,2033,3797.481
 50-54,Persons,2033,3709.423
 55-59,Persons,2033,3357.687
 60-64,Persons,2033,3673.306
 65-69,Persons,2033,3657.895
 70-74,Persons,2033,3176.583
 75-79,Persons,2033,2486.485
 80-84,Persons,2033,1965.036
 85-89,Persons,2033,1413.18
 90-94,Persons,2033,542.573
 95-99,Persons,2033,148.725
 100 & over,Persons,2033,17.992
  0-4,Male,2034,1608.26
  5-9,Male,2034,1633.304
 10-14,Male,2034,1678.927
 15-19,Male,2034,1826.486
 20-24,Male,2034,2000.311
 25-29,Male,2034,1934.221
 30-34,Male,2034,1775.295
 35-39,Male,2034,1881.828
 40-44,Male,2034,1949.632
 45-49,Male,2034,1892.379
 50-54,Male,2034,1834.55
 55-59,Male,2034,1670.347
 60-64,Male,2034,1759.711
 65-69,Male,2034,1766.586
 70-74,Male,2034,1563.18
 75-79,Male,2034,1197.736
 80-84,Male,2034,886.724
 85-89,Male,2034,622.896
 90-94,Male,2034,227.672
 95-99,Male,2034,54.186
 100 & over,Male,2034,5.489
  0-4,Female,2034,1533.044
  5-9,Female,2034,1558.027
 10-14,Female,2034,1599.567
 15-19,Female,2034,1727.546
 20-24,Female,2034,1885.854
 25-29,Female,2034,1825.654
 30-34,Female,2034,1685.462
 35-39,Female,2034,1805.889
 40-44,Female,2034,1920.747
 45-49,Female,2034,1930.993
 50-54,Female,2034,1896.012
 55-59,Female,2034,1712.169
 60-64,Female,2034,1838.974
 65-69,Female,2034,1887.766
 70-74,Female,2034,1705.102
 75-79,Female,2034,1351.791
 80-84,Female,2034,1071.759
 85-89,Female,2034,822.43
 90-94,Female,2034,347.714
 95-99,Female,2034,99.8
 100 & over,Female,2034,12.972
  0-4,Persons,2034,3141.304
  5-9,Persons,2034,3191.331
 10-14,Persons,2034,3278.494
 15-19,Persons,2034,3554.032
 20-24,Persons,2034,3886.165
 25-29,Persons,2034,3759.875
 30-34,Persons,2034,3460.757
 35-39,Persons,2034,3687.717
 40-44,Persons,2034,3870.379
 45-49,Persons,2034,3823.372
 50-54,Persons,2034,3730.562
 55-59,Persons,2034,3382.516
 60-64,Persons,2034,3598.685
 65-69,Persons,2034,3654.352
 70-74,Persons,2034,3268.282
 75-79,Persons,2034,2549.527
 80-84,Persons,2034,1958.483
 85-89,Persons,2034,1445.326
 90-94,Persons,2034,575.386
 95-99,Persons,2034,153.986
 100 & over,Persons,2034,18.461
  0-4,Male,2035,1617.642
  5-9,Male,2035,1634.276
 10-14,Male,2035,1673.763
 15-19,Male,2035,1800.984
 20-24,Male,2035,2001.089
 25-29,Male,2035,1974.808
 30-34,Male,2035,1781.866
 35-39,Male,2035,1863.925
 40-44,Male,2035,1933.563
 45-49,Male,2035,1906.512
 50-54,Male,2035,1840.833
 55-59,Male,2035,1700.919
 60-64,Male,2035,1727.407
 65-69,Male,2035,1754.81
 70-74,Male,2035,1602.429
 75-79,Male,2035,1234.322
 80-84,Male,2035,889.577
 85-89,Male,2035,630.911
 90-94,Male,2035,240.406
 95-99,Male,2035,55.711
 100 & over,Male,2035,5.839
  0-4,Female,2035,1541.971
  5-9,Female,2035,1558.931
 10-14,Female,2035,1594.58
 15-19,Female,2035,1704.703
 20-24,Female,2035,1884.925
 25-29,Female,2035,1864.601
 30-34,Female,2035,1692.939
 35-39,Female,2035,1785.278
 40-44,Female,2035,1900.647
 45-49,Female,2035,1934.112
 50-54,Female,2035,1899.479
 55-59,Female,2035,1746.189
 60-64,Female,2035,1802.497
 65-69,Female,2035,1874.025
 70-74,Female,2035,1750.735
 75-79,Female,2035,1391.905
 80-84,Female,2035,1071.45
 85-89,Female,2035,834.394
 90-94,Female,2035,363.771
 95-99,Female,2035,101.74
 100 & over,Female,2035,13.45
  0-4,Persons,2035,3159.613
  5-9,Persons,2035,3193.207
 10-14,Persons,2035,3268.343
 15-19,Persons,2035,3505.687
 20-24,Persons,2035,3886.014
 25-29,Persons,2035,3839.409
 30-34,Persons,2035,3474.805
 35-39,Persons,2035,3649.203
 40-44,Persons,2035,3834.21
 45-49,Persons,2035,3840.624
 50-54,Persons,2035,3740.312
 55-59,Persons,2035,3447.108
 60-64,Persons,2035,3529.904
 65-69,Persons,2035,3628.835
 70-74,Persons,2035,3353.164
 75-79,Persons,2035,2626.227
 80-84,Persons,2035,1961.027
 85-89,Persons,2035,1465.305
 90-94,Persons,2035,604.177
 95-99,Persons,2035,157.451
 100 & over,Persons,2035,19.289
  0-4,Male,2036,1628.854
  5-9,Male,2036,1636.486
 10-14,Male,2036,1670.261
 15-19,Male,2036,1771.287
 20-24,Male,2036,1996.473
 25-29,Male,2036,2007.952
 30-34,Male,2036,1812.52
 35-39,Male,2036,1834.222
 40-44,Male,2036,1913.673
 45-49,Male,2036,1927.332
 50-54,Male,2036,1848.104
 55-59,Male,2036,1736.474
 60-64,Male,2036,1681.332
 65-69,Male,2036,1753.19
 70-74,Male,2036,1628.029
 75-79,Male,2036,1274.154
 80-84,Male,2036,903.41
 85-89,Male,2036,632.951
 90-94,Male,2036,254.493
 95-99,Male,2036,55.879
 100 & over,Male,2036,6.193
  0-4,Female,2036,1552.643
  5-9,Female,2036,1561.019
 10-14,Female,2036,1591.194
 15-19,Female,2036,1677.474
 20-24,Female,2036,1879.606
 25-29,Female,2036,1896.3
 30-34,Female,2036,1720.174
 35-39,Female,2036,1759.943
 40-44,Female,2036,1872.381
 45-49,Female,2036,1944.262
 50-54,Female,2036,1903.458
 55-59,Female,2036,1786.015
 60-64,Female,2036,1750.789
 65-69,Female,2036,1871.335
 70-74,Female,2036,1782.192
 75-79,Female,2036,1436.552
 80-84,Female,2036,1084.04
 85-89,Female,2036,837.54
 90-94,Female,2036,382.135
 95-99,Female,2036,101.5
 100 & over,Female,2036,13.994
  0-4,Persons,2036,3181.497
  5-9,Persons,2036,3197.505
 10-14,Persons,2036,3261.455
 15-19,Persons,2036,3448.761
 20-24,Persons,2036,3876.079
 25-29,Persons,2036,3904.252
 30-34,Persons,2036,3532.694
 35-39,Persons,2036,3594.165
 40-44,Persons,2036,3786.054
 45-49,Persons,2036,3871.594
 50-54,Persons,2036,3751.562
 55-59,Persons,2036,3522.489
 60-64,Persons,2036,3432.121
 65-69,Persons,2036,3624.525
 70-74,Persons,2036,3410.221
 75-79,Persons,2036,2710.706
 80-84,Persons,2036,1987.45
 85-89,Persons,2036,1470.491
 90-94,Persons,2036,636.628
 95-99,Persons,2036,157.379
 100 & over,Persons,2036,20.187
  0-4,Male,2037,1641.828
  5-9,Male,2037,1640.322
 10-14,Male,2037,1668.741
 15-19,Male,2037,1747.685
 20-24,Male,2037,1974.835
 25-29,Male,2037,2041.114
 30-34,Male,2037,1858.547
 35-39,Male,2037,1799.553
 40-44,Male,2037,1902.637
 45-49,Male,2037,1945.282
 50-54,Male,2037,1851.552
 55-59,Male,2037,1772.591
 60-64,Male,2037,1639.762
 65-69,Male,2037,1741.343
 70-74,Male,2037,1645.692
 75-79,Male,2037,1316.033
 80-84,Male,2037,925.361
 85-89,Male,2037,611.056
 90-94,Male,2037,286.669
 95-99,Male,2037,58.082
 100 & over,Male,2037,6.564
  0-4,Female,2037,1564.988
  5-9,Female,2037,1564.665
 10-14,Female,2037,1589.715
 15-19,Female,2037,1655.871
 20-24,Female,2037,1857.832
 25-29,Female,2037,1930.042
 30-34,Female,2037,1763.14
 35-39,Female,2037,1725.475
 40-44,Female,2037,1848.657
 45-49,Female,2037,1949.419
 50-54,Female,2037,1909.271
 55-59,Female,2037,1831.412
 60-64,Female,2037,1705.944
 65-69,Female,2037,1857.399
 70-74,Female,2037,1800.166
 75-79,Female,2037,1483.079
 80-84,Female,2037,1107.081
 85-89,Female,2037,807.879
 90-94,Female,2037,425.375
 95-99,Female,2037,104.448
 100 & over,Female,2037,14.574
  0-4,Persons,2037,3206.816
  5-9,Persons,2037,3204.987
 10-14,Persons,2037,3258.456
 15-19,Persons,2037,3403.556
 20-24,Persons,2037,3832.667
 25-29,Persons,2037,3971.156
 30-34,Persons,2037,3621.687
 35-39,Persons,2037,3525.028
 40-44,Persons,2037,3751.294
 45-49,Persons,2037,3894.701
 50-54,Persons,2037,3760.823
 55-59,Persons,2037,3604.003
 60-64,Persons,2037,3345.706
 65-69,Persons,2037,3598.742
 70-74,Persons,2037,3445.858
 75-79,Persons,2037,2799.112
 80-84,Persons,2037,2032.442
 85-89,Persons,2037,1418.935
 90-94,Persons,2037,712.044
 95-99,Persons,2037,162.53
 100 & over,Persons,2037,21.138
  0-4,Male,2038,1656.324
  5-9,Male,2038,1646.107
 10-14,Male,2038,1668.389
 15-19,Male,2038,1732.279
 20-24,Male,2038,1952.529
 25-29,Male,2038,2053.749
 30-34,Male,2038,1910.251
 35-39,Male,2038,1779.324
 40-44,Male,2038,1889.575
 45-49,Male,2038,1943.622
 50-54,Male,2038,1867.408
 55-59,Male,2038,1804.319
 60-64,Male,2038,1617.494
 65-69,Male,2038,1722.133
 70-74,Male,2038,1651.408
 75-79,Male,2038,1354.653
 80-84,Male,2038,950.61
 85-89,Male,2038,605.01
 90-94,Male,2038,303.431
 95-99,Male,2038,62.376
 100 & over,Male,2038,6.956
  0-4,Female,2038,1578.787
  5-9,Female,2038,1570.165
 10-14,Female,2038,1589.341
 15-19,Female,2038,1642.492
 20-24,Female,2038,1836.654
 25-29,Female,2038,1941.269
 30-34,Female,2038,1812.915
 35-39,Female,2038,1704.615
 40-44,Female,2038,1830.421
 45-49,Female,2038,1934.845
 50-54,Female,2038,1921.098
 55-59,Female,2038,1871.727
 60-64,Female,2038,1680.621
 65-69,Female,2038,1833.377
 70-74,Female,2038,1806.453
 75-79,Female,2038,1527.863
 80-84,Female,2038,1134.878
 85-89,Female,2038,796.468
 90-94,Female,2038,448.459
 95-99,Female,2038,110.658
 100 & over,Female,2038,15.2
  0-4,Persons,2038,3235.111
  5-9,Persons,2038,3216.272
 10-14,Persons,2038,3257.73
 15-19,Persons,2038,3374.771
 20-24,Persons,2038,3789.183
 25-29,Persons,2038,3995.018
 30-34,Persons,2038,3723.166
 35-39,Persons,2038,3483.939
 40-44,Persons,2038,3719.996
 45-49,Persons,2038,3878.467
 50-54,Persons,2038,3788.506
 55-59,Persons,2038,3676.046
 60-64,Persons,2038,3298.115
 65-69,Persons,2038,3555.51
 70-74,Persons,2038,3457.861
 75-79,Persons,2038,2882.516
 80-84,Persons,2038,2085.488
 85-89,Persons,2038,1401.478
 90-94,Persons,2038,751.89
 95-99,Persons,2038,173.034
 100 & over,Persons,2038,22.156
  0-4,Male,2039,1672.025
  5-9,Male,2039,1653.752
 10-14,Male,2039,1668.482
 15-19,Male,2039,1728.554
 20-24,Male,2039,1925.091
 25-29,Male,2039,2061.783
 30-34,Male,2039,1950.574
 35-39,Male,2039,1770.611
 40-44,Male,2039,1872.385
 45-49,Male,2039,1944.821
 50-54,Male,2039,1884.023
 55-59,Male,2039,1812.656
 60-64,Male,2039,1630.68
 65-69,Male,2039,1689.351
 70-74,Male,2039,1651.016
 75-79,Male,2039,1394.813
 80-84,Male,2039,978.284
 85-89,Male,2039,606.576
 90-94,Male,2039,310.968
 95-99,Male,2039,67.729
 100 & over,Male,2039,7.296
  0-4,Female,2039,1593.738
  5-9,Female,2039,1577.44
 10-14,Female,2039,1589.401
 15-19,Female,2039,1638.847
 20-24,Female,2039,1811.384
 25-29,Female,2039,1948.042
 30-34,Female,2039,1851.468
 35-39,Female,2039,1695.62
 40-44,Female,2039,1811.931
 45-49,Female,2039,1924.004
 50-54,Female,2039,1930.467
 55-59,Female,2039,1884.748
 60-64,Female,2039,1692.937
 65-69,Female,2039,1795.69
 70-74,Female,2039,1805.887
 75-79,Female,2039,1574.123
 80-84,Female,2039,1164.802
 85-89,Female,2039,797.003
 90-94,Female,2039,458.781
 95-99,Female,2039,118.266
 100 & over,Female,2039,15.756
  0-4,Persons,2039,3265.763
  5-9,Persons,2039,3231.192
 10-14,Persons,2039,3257.883
 15-19,Persons,2039,3367.401
 20-24,Persons,2039,3736.475
 25-29,Persons,2039,4009.825
 30-34,Persons,2039,3802.042
 35-39,Persons,2039,3466.231
 40-44,Persons,2039,3684.316
 45-49,Persons,2039,3868.825
 50-54,Persons,2039,3814.49
 55-59,Persons,2039,3697.404
 60-64,Persons,2039,3323.617
 65-69,Persons,2039,3485.041
 70-74,Persons,2039,3456.903
 75-79,Persons,2039,2968.936
 80-84,Persons,2039,2143.086
 85-89,Persons,2039,1403.579
 90-94,Persons,2039,769.749
 95-99,Persons,2039,185.995
 100 & over,Persons,2039,23.052
  0-4,Male,2040,1688.233
  5-9,Male,2040,1663.14
 10-14,Male,2040,1669.466
 15-19,Male,2040,1723.396
 20-24,Male,2040,1899.728
 25-29,Male,2040,2062.573
 30-34,Male,2040,1991.117
 35-39,Male,2040,1777.269
 40-44,Male,2040,1854.711
 45-49,Male,2040,1929.068
 50-54,Male,2040,1898.232
 55-59,Male,2040,1819.236
 60-64,Male,2040,1661.117
 65-69,Male,2040,1659.267
 70-74,Male,2040,1641.381
 75-79,Male,2040,1431.463
 80-84,Male,2040,1010.326
 85-89,Male,2040,611.447
 90-94,Male,2040,314.805
 95-99,Male,2040,72.042
 100 & over,Male,2040,7.55
  0-4,Female,2040,1609.173
  5-9,Female,2040,1586.37
 10-14,Female,2040,1590.316
 15-19,Female,2040,1633.863
 20-24,Female,2040,1788.633
 25-29,Female,2040,1947.071
 30-34,Female,2040,1890.358
 35-39,Female,2040,1703.139
 40-44,Female,2040,1791.483
 45-49,Female,2040,1904.13
 50-54,Female,2040,1933.718
 55-59,Female,2040,1888.435
 60-64,Female,2040,1726.82
 65-69,Female,2040,1760.844
 70-74,Female,2040,1793.762
 75-79,Female,2040,1617.497
 80-84,Female,2040,1201.241
 85-89,Female,2040,799.836
 90-94,Female,2040,464.955
 95-99,Female,2040,124.509
 100 & over,Female,2040,16.148
  0-4,Persons,2040,3297.406
  5-9,Persons,2040,3249.51
 10-14,Persons,2040,3259.782
 15-19,Persons,2040,3357.259
 20-24,Persons,2040,3688.361
 25-29,Persons,2040,4009.644
 30-34,Persons,2040,3881.475
 35-39,Persons,2040,3480.408
 40-44,Persons,2040,3646.194
 45-49,Persons,2040,3833.198
 50-54,Persons,2040,3831.95
 55-59,Persons,2040,3707.671
 60-64,Persons,2040,3387.937
 65-69,Persons,2040,3420.111
 70-74,Persons,2040,3435.143
 75-79,Persons,2040,3048.96
 80-84,Persons,2040,2211.567
 85-89,Persons,2040,1411.283
 90-94,Persons,2040,779.76
 95-99,Persons,2040,196.551
 100 & over,Persons,2040,23.698
  0-4,Male,2041,1704.085
  5-9,Male,2041,1674.357
 10-14,Male,2041,1671.679
 15-19,Male,2041,1719.908
 20-24,Male,2041,1870.118
 25-29,Male,2041,2057.954
 30-34,Male,2041,2024.245
 35-39,Male,2041,1807.901
 40-44,Male,2041,1825.316
 45-49,Male,2041,1909.568
 50-54,Male,2041,1919.056
 55-59,Male,2041,1826.777
 60-64,Male,2041,1696.274
 65-69,Male,2041,1616.131
 70-74,Male,2041,1641.329
 75-79,Male,2041,1455.98
 80-84,Male,2041,1045.378
 85-89,Male,2041,623.996
 90-94,Male,2041,315.811
 95-99,Male,2041,76.505
 100 & over,Male,2041,7.595
  0-4,Female,2041,1624.267
  5-9,Female,2041,1597.038
 10-14,Female,2041,1592.418
 15-19,Female,2041,1630.486
 20-24,Female,2041,1761.434
 25-29,Female,2041,1941.698
 30-34,Female,2041,1922.02
 35-39,Female,2041,1730.358
 40-44,Female,2041,1766.336
 45-49,Female,2041,1876.152
 50-54,Female,2041,1943.955
 55-59,Female,2041,1892.631
 60-64,Female,2041,1766.309
 65-69,Female,2041,1711.317
 70-74,Female,2041,1792.287
 75-79,Female,2041,1647.804
 80-84,Female,2041,1241.837
 85-89,Female,2041,812.268
 90-94,Female,2041,466.148
 95-99,Female,2041,131.084
 100 & over,Female,2041,16.155
  0-4,Persons,2041,3328.352
  5-9,Persons,2041,3271.395
 10-14,Persons,2041,3264.097
 15-19,Persons,2041,3350.394
 20-24,Persons,2041,3631.552
 25-29,Persons,2041,3999.652
 30-34,Persons,2041,3946.265
 35-39,Persons,2041,3538.259
 40-44,Persons,2041,3591.652
 45-49,Persons,2041,3785.72
 50-54,Persons,2041,3863.011
 55-59,Persons,2041,3719.408
 60-64,Persons,2041,3462.583
 65-69,Persons,2041,3327.448
 70-74,Persons,2041,3433.616
 75-79,Persons,2041,3103.784
 80-84,Persons,2041,2287.215
 85-89,Persons,2041,1436.264
 90-94,Persons,2041,781.959
 95-99,Persons,2041,207.589
 100 & over,Persons,2041,23.75
  0-4,Male,2042,1718.786
  5-9,Male,2042,1687.331
 10-14,Male,2042,1675.525
 15-19,Male,2042,1718.4
 20-24,Male,2042,1846.562
 25-29,Male,2042,2036.338
 30-34,Male,2042,2057.384
 35-39,Male,2042,1853.83
 40-44,Male,2042,1791.0
 45-49,Male,2042,1898.838
 50-54,Male,2042,1936.995
 55-59,Male,2042,1830.505
 60-64,Male,2042,1731.842
 65-69,Male,2042,1577.31
 70-74,Male,2042,1631.669
 75-79,Male,2042,1473.573
 80-84,Male,2042,1082.308
 85-89,Male,2042,642.131
 90-94,Male,2042,308.054
 95-99,Male,2042,87.951
 100 & over,Male,2042,8.039
  0-4,Female,2042,1638.267
  5-9,Female,2042,1609.383
 10-14,Female,2042,1596.072
 15-19,Female,2042,1629.016
 20-24,Female,2042,1739.819
 25-29,Female,2042,1919.874
 30-34,Female,2042,1955.724
 35-39,Female,2042,1773.253
 40-44,Female,2042,1732.083
 45-49,Female,2042,1852.704
 50-54,Female,2042,1949.219
 55-59,Female,2042,1898.637
 60-64,Female,2042,1811.165
 65-69,Female,2042,1668.412
 70-74,Female,2042,1779.943
 75-79,Female,2042,1665.725
 80-84,Female,2042,1284.291
 85-89,Female,2042,832.596
 90-94,Female,2042,453.565
 95-99,Female,2042,148.616
 100 & over,Female,2042,16.889
  0-4,Persons,2042,3357.053
  5-9,Persons,2042,3296.714
 10-14,Persons,2042,3271.597
 15-19,Persons,2042,3347.416
 20-24,Persons,2042,3586.381
 25-29,Persons,2042,3956.212
 30-34,Persons,2042,4013.108
 35-39,Persons,2042,3627.083
 40-44,Persons,2042,3523.083
 45-49,Persons,2042,3751.542
 50-54,Persons,2042,3886.214
 55-59,Persons,2042,3729.142
 60-64,Persons,2042,3543.007
 65-69,Persons,2042,3245.722
 70-74,Persons,2042,3411.612
 75-79,Persons,2042,3139.298
 80-84,Persons,2042,2366.599
 85-89,Persons,2042,1474.727
 90-94,Persons,2042,761.619
 95-99,Persons,2042,236.567
 100 & over,Persons,2042,24.928
  0-4,Male,2043,1731.619
  5-9,Male,2043,1701.833
 10-14,Male,2043,1681.315
 15-19,Male,2043,1718.056
 20-24,Male,2043,1831.173
 25-29,Male,2043,2014.042
 30-34,Male,2043,2070.026
 35-39,Male,2043,1905.403
 40-44,Male,2043,1771.048
 45-49,Male,2043,1886.077
 50-54,Male,2043,1935.577
 55-59,Male,2043,1846.457
 60-64,Male,2043,1763.099
 65-69,Male,2043,1556.959
 70-74,Male,2043,1614.887
 75-79,Male,2043,1480.413
 80-84,Male,2043,1116.688
 85-89,Male,2043,663.049
 90-94,Male,2043,308.25
 95-99,Male,2043,93.548
 100 & over,Male,2043,8.837
  0-4,Female,2043,1650.487
  5-9,Female,2043,1623.183
 10-14,Female,2043,1601.576
 15-19,Female,2043,1628.652
 20-24,Female,2043,1726.419
 25-29,Female,2043,1898.635
 30-34,Female,2043,1966.945
 35-39,Female,2043,1822.925
 40-44,Female,2043,1711.403
 45-49,Female,2043,1834.697
 50-54,Female,2043,1934.899
 55-59,Female,2043,1910.591
 60-64,Female,2043,1850.993
 65-69,Female,2043,1644.474
 70-74,Female,2043,1757.841
 75-79,Female,2043,1672.875
 80-84,Female,2043,1325.381
 85-89,Female,2043,856.904
 90-94,Female,2043,451.122
 95-99,Female,2043,157.464
 100 & over,Female,2043,18.276
  0-4,Persons,2043,3382.106
  5-9,Persons,2043,3325.016
 10-14,Persons,2043,3282.891
 15-19,Persons,2043,3346.708
 20-24,Persons,2043,3557.592
 25-29,Persons,2043,3912.677
 30-34,Persons,2043,4036.971
 35-39,Persons,2043,3728.328
 40-44,Persons,2043,3482.451
 45-49,Persons,2043,3720.774
 50-54,Persons,2043,3870.476
 55-59,Persons,2043,3757.048
 60-64,Persons,2043,3614.092
 65-69,Persons,2043,3201.433
 70-74,Persons,2043,3372.728
 75-79,Persons,2043,3153.288
 80-84,Persons,2043,2442.069
 85-89,Persons,2043,1519.953
 90-94,Persons,2043,759.372
 95-99,Persons,2043,251.012
 100 & over,Persons,2043,27.113
  0-4,Male,2044,1741.834
  5-9,Male,2044,1717.536
 10-14,Male,2044,1688.966
 15-19,Male,2044,1718.158
 20-24,Male,2044,1827.438
 25-29,Male,2044,1986.602
 30-34,Male,2044,2078.075
 35-39,Male,2044,1945.619
 40-44,Male,2044,1762.554
 45-49,Male,2044,1869.226
 50-54,Male,2044,1937.004
 55-59,Male,2044,1863.114
 60-64,Male,2044,1771.691
 65-69,Male,2044,1570.627
 70-74,Male,2044,1585.336
 75-79,Male,2044,1481.97
 80-84,Male,2044,1152.271
 85-89,Male,2044,685.455
 90-94,Male,2044,311.99
 95-99,Male,2044,95.953
 100 & over,Male,2044,9.766
  0-4,Female,2044,1660.206
  5-9,Female,2044,1638.132
 10-14,Female,2044,1608.856
 15-19,Female,2044,1628.72
 20-24,Female,2044,1722.741
 25-29,Female,2044,1873.293
 30-34,Female,2044,1973.722
 35-39,Female,2044,1861.385
 40-44,Female,2044,1702.544
 45-49,Female,2044,1816.433
 50-54,Female,2044,1924.303
 55-59,Female,2044,1920.07
 60-64,Female,2044,1864.085
 65-69,Female,2044,1657.172
 70-74,Female,2044,1722.654
 75-79,Female,2044,1673.854
 80-84,Female,2044,1367.69
 85-89,Female,2044,882.796
 90-94,Female,2044,455.126
 95-99,Female,2044,161.158
 100 & over,Female,2044,19.85
  0-4,Persons,2044,3402.04
  5-9,Persons,2044,3355.668
 10-14,Persons,2044,3297.822
 15-19,Persons,2044,3346.878
 20-24,Persons,2044,3550.179
 25-29,Persons,2044,3859.895
 30-34,Persons,2044,4051.797
 35-39,Persons,2044,3807.004
 40-44,Persons,2044,3465.098
 45-49,Persons,2044,3685.659
 50-54,Persons,2044,3861.307
 55-59,Persons,2044,3783.184
 60-64,Persons,2044,3635.776
 65-69,Persons,2044,3227.799
 70-74,Persons,2044,3307.99
 75-79,Persons,2044,3155.824
 80-84,Persons,2044,2519.961
 85-89,Persons,2044,1568.251
 90-94,Persons,2044,767.116
 95-99,Persons,2044,257.111
 100 & over,Persons,2044,29.616
  0-4,Male,2045,1749.354
  5-9,Male,2045,1733.737
 10-14,Male,2045,1698.361
 15-19,Male,2045,1719.153
 20-24,Male,2045,1822.287
 25-29,Male,2045,1961.212
 30-34,Male,2045,2078.892
 35-39,Male,2045,1986.069
 40-44,Male,2045,1769.323
 45-49,Male,2045,1851.883
 50-54,Male,2045,1921.68
 55-59,Male,2045,1877.453
 60-64,Male,2045,1778.709
 65-69,Male,2045,1600.812
 70-74,Male,2045,1558.248
 75-79,Male,2045,1475.185
 80-84,Male,2045,1184.778
 85-89,Male,2045,710.571
 90-94,Male,2045,317.077
 95-99,Male,2045,97.094
 100 & over,Male,2045,10.455
  0-4,Female,2045,1667.364
  5-9,Female,2045,1653.56
 10-14,Female,2045,1617.79
 15-19,Female,2045,1629.646
 20-24,Female,2045,1717.752
